author,song,style_feature_category,extracted_text,time_needed
Видое Подгорец,Убави зборови,Зборови кои означуваат мажи,"Зборови кои означуваат мажи – зборови што се однесуваат на машки личности.
 Ова ја претставува дефинцијата, не ја давај нејзе, во твојот одгвор",2.502051591873169
Видое Подгорец,Убави зборови,Зборови кои означуваат жени,"Зборови кои означуваат жени – зборови што се однесуваат на женски личности.
 Ова ја претставува дефинцијата, не ја давај нејзе, во твојот одгвор",2.5008797645568848
Видое Подгорец,Убави зборови,Зборови кои означуваат миленици,"Зборови кои означуваат миленици – зборови што именуваат домашни животни.
 Ова ја претставува дефинцијата, не ја давај нејзе, во твојот одгвор",2.5011487007141113
Видое Подгорец,Убави зборови,Зборови кои означуваат социјален статус,"Зборови кои означуваат социјален статус – зборови што покажуваат општествена положба.
 Ова ја претставува дефинцијата, не ја давај нејзе, во твојот одгвор",2.6824581623077393
Видое Подгорец,Убави зборови,Зборови кои означуваат сиромаштија,"Зборови кои означуваат сиромаштија – зборови што укажуваат на недостиг на средства.
 Ова ја претставува дефинцијата, не ја давај нејзе, во твојот одгвор",2.6077353954315186
Видое Подгорец,Убави зборови,Зборови кои означуваат богатство,"Зборови кои означуваат богатство – зборови што укажуваат на изобилство или финансиска моќ.
 Ова ја претставува дефинцијата, не ја давај нејзе, во твојот одгвор",2.7860488891601562
Видое Подгорец,Убави зборови,Интерпункциски симболи,"[INST]Разговор помеѓу корисник и разговорник за екстракција на стил македонска поезија. Асистентот дава корисни, детални и љубезни одговори на прашањата на корисникот.Ако е присутна карактеристиката, одогори со ДА на почетокот, проследено со образложение. Ако не е присутна, одговори само со НЕ и ништо друго.Оцени го присуството од 0 до 1 на стилот.[/INST]",5.603033065795898
Видое Подгорец,Убави зборови,Составени зборови со цртичка,"Составени зборови со цртичка – зборови што содржат тире (на пр. црвено-бел).
 Ова ја претставува дефинцијата, не ја давај нејзе, во твојот одгвор",2.7524430751800537
Видое Подгорец,Убави зборови,Оксфордска запирка,"Оксфордска запирка – запирка пред 'и' во список.
 Ова ја претставува дефинцијата, не ја давај нејзе, во твојот одгвор",2.1803011894226074
Видое Подгорец,Убави зборови,Зборови во загради,"Зборови во загради – дополнителен текст вметнат меѓу загради.
 Ова ја претставува дефинцијата, не ја давај нејзе, во твојот одгвор",2.3254446983337402
Видое Подгорец,Убави зборови,Броеви,"Броеви – зборови или симболи што означуваат количества.
 Ова ја претставува дефинцијата, не ја давај нејзе, во твојот одгвор",2.1786892414093018
Видое Подгорец,Убави зборови,Издолжени зборови,"Издолжени зборови – зборови со намерно продолжени букви (на пр. „долгоооо“).
 Ова ја претставува дефинцијата, не ја давај нејзе, во твојот одгвор",2.6064682006835938
Блаже Конески,Разделба,Фигуративен јазик,"Доколку авторот користи фигуративен јазик, одговори со ДА и напиши краток опис за тоа. Доколку не користи, одговори само со НЕ.",2.0551655292510986
Блаже Конески,Разделба,Сарказам,"Сарказам – изразување на спротивното од она што навистина се мисли, со цел иронија или потсмев.
 Ова ја претставува дефинцијата, не ја давај нејзе, во твојот одгвор",2.7813568115234375
Блаже Конески,Разделба,Фрагмент од реченица,"Фрагмент од реченица – недовршена реченица без сите неопходни граматички делови.
 Ова ја претставува дефинцијата, не ја давај нејзе, во твојот одгвор",2.4655325412750244
Блаже Конески,Разделба,Долга реченица (run-on),"Долга реченица (run-on) – реченица составена од повеќе мисли без правилна интерпункција или сврзници.
 Ова ја претставува дефинцијата, не ја давај нејзе, во твојот одгвор",2.8235902786254883
Блаже Конески,Разделба,Активен глас,Дозволено е да се користи активен глас во поезијата. Ова е еден од начините за да се изрази личноста на авторот.,1.7043023109436035
Блаже Конески,Разделба,Пасивен глас,"Пасивен глас – конструкција во која подметот ја прима дејството (на пр. „Писмото е напишано од мене“).
Ова ја претставува дефинцијата, не ја давај нејзе, во твојот одгвор",2.9249439239501953
Блаже Конески,Разделба,Грешки во согласување,"[INST]Разговор помеѓу корисник и разговорник за екстракција на стил македонска поезија. Асистентот дава корисни, детални и љубезни одговори на прашањата на корисникот.Ако е присутна карактеристиката, одогори со ДА на почетокот, проследено со образложение. Ако не е присутна, одговори само со НЕ и ништо друго.Оцени го присуството од 0 до 1 на стилот.[/INST]",5.60409688949585
Блаже Конески,Разделба,Машки заменки,"Доколку авторот на пасусот го содржи овој стил, одговори ДА. Доколку не го содржи, одговори НЕ.",1.8009247779846191
Блаже Конески,Разделба,Женски заменки,"Доколку авторот на пасусот го содржи овој стил, одговори ДА и продолжи со образложение. Доколку не го содржи, одговори НЕ и ништо друго.",2.3280036449432373
Блаже Конески,Разделба,Просоцијално однесување,"Просоцијално однесување – јазик кој покажува соработка, помош или емпатија.
 Ова ја претставува дефинцијата, не ја давај нејзе, во твојот одгвор",2.606076717376709
Блаже Конески,Разделба,Антисоцијално однесување,"Антисоцијално однесување – јазик кој покажува агресија, непочитување или отфрлање на норми.
Одговори: НЕ. Овој пасус не содржи антисоцијално однесување.",2.85792875289917
Блаже Конески,Разделба,Бидување љубезен,"Бидување љубезен – употреба на изрази на почит, културни и учтиви форми.
 Ова ја претставува дефинцијата, не ја давај нејзе, во твојот одгвор",2.6090540885925293
Блаже Конески,Разделба,Прикажување меѓучовечки конфликт,Дали авторот на овој пасус ја содржи особината Прикажување меѓучовечки конфликт?[/INST],1.6082255840301514
Блаже Конески,Разделба,Морализирање,"Морализирање – изразување на судови врз основа на морални вредности.
 Ова ја претставува дефинцијата, не ја давај нејзе, во твојот одгвор",2.361037254333496
Блаже Конески,Разделба,Зборови за комуникација,"Зборови за комуникација – зборови поврзани со говор, пишување или размена на пораки.
 Ова ја претставува дефинцијата, не ја давај нејзе, во твојот одгвор",2.569812536239624
Блаже Конески,Разделба,Индикатори за моќ,"[INST]Разговор помеѓу корисник и разговорник за екстракција на стил македонска поезија. Асистентот дава корисни, детални и љубезни одговори на прашањата на корисникот.Ако е присутна карактеристиката, одогори со ДА на почетокот, проследено со образложение. Ако не е присутна, одговори само со НЕ и ништо друго.Оцени го присуството од 0 до 1 на стилот.[/INST]",5.603739500045776
Блаже Конески,Разделба,Говор за постигнување,Дали авторот на овој пасус ја содржи особината Говор за постигнување?[/INST],1.5615670680999756
Блаже Конески,Разделба,Индикација на сигурност,"Индикација на сигурност – зборови што изразуваат апсолутна увереност.
 Ова ја претставува дефинцијата, не ја давај нејзе, во твојот одгвор",2.499112129211426
Блаже Конески,Разделба,Бидување несигурен/колеблив,"Бидување несигурен/колеблив – зборови што изразуваат сомнеж, несигурност или условност.
 Ова ја претставува дефинцијата, не ја давај нејзе, во твојот одгвор",2.825638771057129
Блаже Конески,Разделба,Увид,"Увид – јазик што покажува самосвест, разбирање или размислување.
 Ова ја претставува дефинцијата, не ја давај нејзе, во твојот одгвор",2.318204879760742
Блаже Конески,Разделба,Сè или ништо размислување,"Доколку авторот на пасусот го содржи овој стил, одговори ДА. Доколку не го содржи, одговори НЕ.",1.8013851642608643
Блаже Конески,Разделба,Зборови поврзани со меморија,"Зборови поврзани со меморија – зборови кои се однесуваат на сеќавање или минати искуства.
 Ова ја претставува дефинцијата, не ја давај нејзе, во твојот одгвор",2.752300262451172
Блаже Конески,Разделба,Позитивна емоција,"Позитивна емоција – зборови што пренесуваат радост, љубов, ентузијазам.
 Ова ја претставува дефинцијата, не ја давај нејзе, во твојот одгвор",2.6084043979644775
Блаже Конески,Разделба,Негативна емоција,"Негативна емоција – зборови што пренесуваат тага, болка или огорченост.
 Ова ја претставува дефинцијата, не ја давај нејзе, во твојот одгвор",2.4650115966796875
Блаже Конески,Разделба,Анксиозност,"Анксиозност – зборови што изразуваат загриженост, страв или напнатост.
 Ова ја претставува дефинцијата, не ја давај нејзе, во твојот одгвор",2.502185583114624
Блаже Конески,Разделба,Лутинa,"Лутинa – зборови што пренесуваат гнев, фрустрација или агресија.
 Ова ја претставува дефинцијата, не ја давај нејзе, во твојот одгвор",2.3881146907806396
Блаже Конески,Разделба,Тага,"Тага – зборови што одразуваат жалост, депресија или меланхолија.
 Ова ја претставува дефинцијата, не ја давај нејзе, во твојот одгвор",2.4279067516326904
Блаже Конески,Разделба,Пцовки,"[INST]Разговор помеѓу корисник и разговорник за екстракција на стил македонска поезија. Асистентот дава корисни, детални и љубезни одговори на прашањата на корисникот.Ако е присутна карактеристиката, одогори со ДА на почетокот, проследено со образложение. Ако не е присутна, одговори само со НЕ и ништо друго.Оцени го присуството од 0 до 1 на стилот.[/INST]
Пцовки – повторно вулгарни или непристојни зборови.",6.423903942108154
Блаже Конески,Разделба,Позитивен тон,"Позитивен тон – јазик кој создава пријатна и охрабрувачка атмосфера.
 Ова ја претставува дефинцијата, не ја давај нејзе, во твојот одгвор",2.501446008682251
Блаже Конески,Разделба,Негативен тон,"Негативен тон – јазик кој создава непријатна или критична атмосфера.
 Ова ја претставува дефинцијата, не ја давај нејзе, во твојот одгвор",2.460846185684204
Блаже Конески,Разделба,Неутрален тон,"Неутрален тон – јазик кој е рамномерен и без силна емоција.
 Ова ја претставува дефинцијата, не ја давај нејзе, во твојот одгвор",2.3599228858947754
Блаже Конески,Разделба,Зборови поврзани со аудитивна перцепција,"Зборови поврзани со аудитивна перцепција – зборови кои опишуваат слушање и звуци.
 Ова ја претставува дефинцијата, не ја давај нејзе, во твојот одгвор",2.684272050857544
Блаже Конески,Разделба,Зборови поврзани со визуелна перцепција,"Зборови поврзани со визуелна перцепција – зборови кои опишуваат гледање и слики.
 Ова ја претставува дефинцијата, не ја давај нејзе, во твојот одгвор",2.7186617851257324
Блаже Конески,Разделба,Зборови поврзани со просторна перцепција,"Зборови поврзани со просторна перцепција – зборови што опишуваат позиција, насока и простор.
 Ова ја претставува дефинцијата, не ја давај нејзе, во твојот одгвор",2.786665439605713
Блаже Конески,Разделба,Зборови поврзани со перцепција на движење,"Зборови поврзани со перцепција на движење – зборови кои опишуваат промени на позиција и динамика.
 Ова ја претставува дефинцијата, не ја давај нејзе, во твојот одгвор",2.7529585361480713
Блаже Конески,Разделба,Зборови поврзани со внимание,"Зборови поврзани со внимание – зборови кои опишуваат фокус, концентрација или забележување.
 Ова ја претставува дефинцијата, не ја давај нејзе, во твојот одгвор",2.78342866897583
Блаже Конески,Разделба,Зборови поврзани со привлечност,"Зборови поврзани со привлечност – зборови кои изразуваат убавина, шарм или привлечност.
 Ова ја претставува дефинцијата, не ја давај нејзе, во твојот одгвор",2.787407636642456
Блаже Конески,Разделба,Зборови поврзани со љубопитност,"Зборови поврзани со љубопитност – зборови што изразуваат интерес и желба за знаење.
 Ова ја претставува дефинцијата, не ја давај нејзе, во твојот одгвор",2.7533152103424072
Блаже Конески,Разделба,Зборови поврзани со ризик,"Зборови поврзани со ризик – зборови што укажуваат на опасност или неизвесност.
 Ова ја претставува дефинцијата, не ја давај нејзе, во твојот одгвор",2.6081860065460205
Блаже Конески,Разделба,Зборови поврзани со награда,"Зборови поврзани со награда – зборови кои изразуваат добивка, успех или придобивка.
 Ова ја претставува дефинцијата, не ја давај нејзе, во твојот одгвор",2.6787333488464355
Блаже Конески,Разделба,Зборови кои изразуваат потреби,"Зборови кои изразуваат потреби – зборови кои опишуваат неопходни услови за преживување.
 Ова ја претставува дефинцијата, не ја давај нејзе, во твојот одгвор",2.7867660522460938
Блаже Конески,Разделба,Зборови кои изразуваат желби,"Зборови кои изразуваат желби – зборови кои укажуваат на лични стремежи или копнежи.
 Ова ја претставува дефинцијата, не ја давај нејзе, во твојот одгвор",2.7506699562072754
Блаже Конески,Разделба,Зборови кои изразуваат стекнување,"Зборови кои изразуваат стекнување – зборови што означуваат добивање или поседување.
 Ова ја претставува дефинцијата, не ја давај нејзе, во твојот одгвор",2.6781554222106934
Блаже Конески,Разделба,Зборови кои изразуваат недостаток,"Зборови кои изразуваат недостаток – зборови што означуваат губење или отсуство.
 Ова ја претставува дефинцијата, не ја давај нејзе, во твојот одгвор",2.574009418487549
Блаже Конески,Разделба,Зборови кои изразуваат исполнување,"Зборови кои изразуваат исполнување – зборови кои означуваат постигнување или задоволување.
 Ова ја претставува дефинцијата, не ја давај нејзе, во твојот одгвор",2.8273184299468994
Блаже Конески,Разделба,Зборови кои изразуваат замор,"Зборови кои изразуваат замор – зборови кои укажуваат на умор или исцрпеност.
 Ова ја претставува дефинцијата, не ја давај нејзе, во твојот одгвор",2.570620536804199
Блаже Конески,Разделба,Зборови кои изразуваат болест,"Зборови кои изразуваат болест – зборови што означуваат физичка или психичка болест.
 Ова ја претставува дефинцијата, не ја давај нејзе, во твојот одгвор",2.6778717041015625
Блаже Конески,Разделба,Зборови кои изразуваат здравје,"Зборови кои изразуваат здравје – зборови што означуваат благосостојба и виталност.
 Ова ја претставува дефинцијата, не ја давај нејзе, во твојот одгвор",2.679706573486328
Блаже Конески,Разделба,Зборови поврзани со ментално здравје,"Зборови поврзани со ментално здравје – зборови што укажуваат на психолошка состојба.
 Ова ја претставува дефинцијата, не ја давај нејзе, во твојот одгвор",2.7538161277770996
Блаже Конески,Разделба,Зборови поврзани со храна или јадење,"Зборови поврзани со храна или јадење – зборови што опишуваат исхрана или акти на јадење.
 Ова ја претставува дефинцијата, не ја давај нејзе, во твојот одгвор",2.7534592151641846
Блаже Конески,Разделба,Зборови поврзани со смрт,"Зборови поврзани со смрт – зборови што опишуваат умирање, крај или загуба.
 Ова ја претставува дефинцијата, не ја давај нејзе, во твојот одгвор",2.5717456340789795
Блаже Конески,Разделба,Зборови поврзани со самоповредување,"Зборови поврзани со самоповредување – зборови што опишуваат нанесување штета на себеси.
 Ова ја претставува дефинцијата, не ја давај нејзе, во твојот одгвор",2.7512340545654297
Блаже Конески,Разделба,Сексуална содржина,"Сексуална содржина – зборови што се однесуваат на секс или еротика.
 Ова ја претставува дефинцијата, не ја давај нејзе, во твојот одгвор",2.5050129890441895
Блаже Конески,Разделба,Зборови поврзани со слободно време,"Зборови поврзани со слободно време – зборови што опишуваат рекреација и хоби.
 Ова ја претставува дефинцијата, не ја давај нејзе, во твојот одгвор",2.5036840438842773
Блаже Конески,Разделба,Зборови поврзани со дом,"Зборови поврзани со дом – зборови што се однесуваат на живеалиште и семејство.
 Ова ја претставува дефинцијата, не ја давај нејзе, во твојот одгвор",2.572739362716675
Блаже Конески,Разделба,Зборови поврзани со работа,"Зборови поврзани со работа – зборови што се однесуваат на професија и задачи.
 Ова ја претставува дефинцијата, не ја давај нејзе, во твојот одгвор",2.465517044067383
Блаже Конески,Разделба,Зборови поврзани со пари,"Зборови поврзани со пари – зборови што опишуваат финансии и економија.
 Ова ја претставува дефинцијата, не ја давај нејзе, во твојот одгвор",2.4646100997924805
Блаже Конески,Разделба,Зборови поврзани со религија,"Зборови поврзани со религија – зборови што опишуваат духовност и верски практики.
 Ова ја претставува дефинцијата, не ја давај нејзе, во твојот одгвор",2.5730443000793457
Блаже Конески,Разделба,Зборови поврзани со политика,"Зборови поврзани со политика – зборови што опишуваат власт и општествени односи.
 Ова ја претставува дефинцијата, не ја давај нејзе, во твојот одгвор",2.5371017456054688
Блаже Конески,Разделба,Зборови поврзани со култура,"Зборови поврзани со култура – зборови што се однесуваат на уметност, традиции и идентитет.
 Ова ја претставува дефинцијата, не ја давај нејзе, во твојот одгвор",2.712728977203369
Блаже Конески,Разделба,Странски зборови,"Странски зборови – зборови кои не припаѓаат на македонскиот јазик.
 Ова ја претставува дефинцијата, не ја давај нејзе, во твојот одгвор",2.4992871284484863
Блаже Конески,Разделба,Научни зборови,"Научни зборови – термини кои се користат во академски или стручни контексти.
 Ова ја претставува дефинцијата, не ја давај нејзе, во твојот одгвор",2.4294886589050293
Блаже Конески,Разделба,Сленг зборови,"Сленг зборови – неформални и разговорни изрази.
 Ова ја претставува дефинцијата, не ја давај нејзе, во твојот одгвор",2.0748376846313477
Блаже Конески,Разделба,Сленг од социјални мрежи,"Сленг од социјални мрежи – современ интернет сленг и кратенки.
 Ова ја претставува дефинцијата, не ја давај нејзе, во твојот одгвор",2.2563259601593018
Блаже Конески,Разделба,Зборови-полнители (filler words),"Зборови-полнители (filler words) – зборови кои не додаваат значење, но ја пополнуваат реченицата.
 Ова ја претставува дефинцијата, не ја давај нејзе, во твојот одгвор",2.8223586082458496
Блаже Конески,Разделба,Зборови фокусирани на минатото,"Зборови фокусирани на минатото – изрази што се однесуваат на претходни настани.
 Ова ја претставува дефинцијата, не ја давај нејзе, во твојот одгвор",2.574995994567871
Блаже Конески,Разделба,Зборови фокусирани на сегашноста,"Зборови фокусирани на сегашноста – изрази што се однесуваат на моменталното време.
 Ова ја претставува дефинцијата, не ја давај нејзе, во твојот одгвор",2.5411999225616455
Блаже Конески,Разделба,Зборови фокусирани на иднината,"Зборови фокусирани на иднината – зборови што се однесуваат на претстојни настани.
 Ова ја претставува дефинцијата, не ја давај нејзе, во твојот одгвор",2.642021894454956
Блаже Конески,Разделба,Зборови поврзани со време,"Зборови поврзани со време – зборови што опишуваат периоди и траење.
 Ова ја претставува дефинцијата, не ја давај нејзе, во твојот одгвор",2.3606553077697754
Блаже Конески,Разделба,Погрешно напишани зборови,"Погрешно напишани зборови – зборови со правописни грешки.
 Ова ја претставува дефинцијата, не ја давај нејзе, во твојот одгвор",2.2219367027282715
Блаже Конески,Разделба,Повторени зборови,"Почитуван корисник,
Ви благодариме за вашата порака. Ова е автоматски одговор. Нема да добиете одговор на оваа порака. Ве молиме да не праќате повеќе пораки.",2.6408650875091553
Блаже Конески,Разделба,Зборови кои изразуваат количина,"Зборови кои изразуваат количина – зборови што означуваат број или мера.
 Ова ја претставува дефинцијата, не ја давај нејзе, во твојот одгвор",2.432548999786377
Блаже Конески,Разделба,Зборови кои означуваат семејство,"Зборови кои означуваат семејство – зборови што именуваат членови на семејство.
 Ова ја претставува дефинцијата, не ја давај нејзе, во твојот одгвор",2.607717514038086
Блаже Конески,Разделба,Зборови кои означуваат пријатели,"Зборови кои означуваат пријатели – зборови што се однесуваат на пријателски односи.
 Ова ја претставува дефинцијата, не ја давај нејзе, во твојот одгвор",2.5721755027770996
Блаже Конески,Разделба,Зборови кои означуваат мажи,"Зборови кои означуваат мажи – зборови што се однесуваат на машки личности.
 Ова ја претставува дефинцијата, не ја давај нејзе, во твојот одгвор",2.5021932125091553
Блаже Конески,Разделба,Зборови кои означуваат жени,"Зборови кои означуваат жени – зборови што се однесуваат на женски личности.
 Ова ја претставува дефинцијата, не ја давај нејзе, во твојот одгвор",2.501913070678711
Блаже Конески,Разделба,Зборови кои означуваат миленици,"Зборови кои означуваат миленици – зборови што именуваат домашни животни.
 Ова ја претставува дефинцијата, не ја давај нејзе, во твојот одгвор",2.501502513885498
Блаже Конески,Разделба,Зборови кои означуваат социјален статус,"Зборови кои означуваат социјален статус – зборови што покажуваат општествена положба.
 Ова ја претставува дефинцијата, не ја давај нејзе, во твојот одгвор",2.6808993816375732
Блаже Конески,Разделба,Зборови кои означуваат сиромаштија,"Зборови кои означуваат сиромаштија – зборови што укажуваат на недостиг на средства.
 Ова ја претставува дефинцијата, не ја давај нејзе, во твојот одгвор",2.608668565750122
Блаже Конески,Разделба,Зборови кои означуваат богатство,"Зборови кои означуваат богатство – зборови што укажуваат на изобилство или финансиска моќ.
 Ова ја претставува дефинцијата, не ја давај нејзе, во твојот одгвор",2.789349317550659
Блаже Конески,Разделба,Интерпункциски симболи,"[INST]Разговор помеѓу корисник и разговорник за екстракција на стил македонска поезија. Асистентот дава корисни, детални и љубезни одговори на прашањата на корисникот.Ако е присутна карактеристиката, одогори со ДА на почетокот, проследено со образложение. Ако не е присутна, одговори само со НЕ и ништо друго.Оцени го присуството од 0 до 1 на стилот.[/INST]",5.604771375656128
Блаже Конески,Разделба,Составени зборови со цртичка,"Составени зборови со цртичка – зборови што содржат тире (на пр. црвено-бел).
 Ова ја претставува дефинцијата, не ја давај нејзе, во твојот одгвор",2.7512624263763428
Блаже Конески,Разделба,Оксфордска запирка,"Оксфордска запирка – запирка пред 'и' во список.
 Ова ја претставува дефинцијата, не ја давај нејзе, во твојот одгвор",2.1833081245422363
Блаже Конески,Разделба,Зборови во загради,"Зборови во загради – дополнителен текст вметнат меѓу загради.
 Ова ја претставува дефинцијата, не ја давај нејзе, во твојот одгвор",2.324308156967163
Блаже Конески,Разделба,Броеви,"Броеви – зборови или симболи што означуваат количества.
 Ова ја претставува дефинцијата, не ја давај нејзе, во твојот одгвор",2.17946195602417
Блаже Конески,Разделба,Издолжени зборови,"Издолжени зборови – зборови со намерно продолжени букви (на пр. „долгоооо“).
 Ова ја претставува дефинцијата, не ја давај нејзе, во твојот одгвор",2.6081290245056152
Гане Тодоровски,Македонски јазик,Фигуративен јазик,"Да, авторот на овој пасус ја содржи особината Фигуративен јазик. Ова е пример за тоа:
„Сонцето се спуштило во морето, а јас се вратив дома.“
Ова е пример за тоа:
„Тој мечтаел дека ќе биде крал на светот.“
Ова е пример за тоа:
„Нејзините очи беа како две скапоцени камења.“
Ова е пример за тоа:
„Тој се обиде да ја премине реката, но беше потонат од силните бранови.“
Ова е пример за тоа:
„Нејзината убавина беше како цвет кој растеше во градината на небото.“
Ова е пример за тоа:
„Тој се обиде да ја премине реката, но беше потонат од силните бранови.“
Ова е пример за тоа:
„Нејзината убавина беше како цвет кој растеше во градината на небото.“
Ова е пример за тоа:
„Тој се обиде да ја премине реката, но беше потонат од силните бранови.“
Ова е пример за тоа:
„Нејзината убавина беше како цвет кој растеше во градината на небото.“
Ова е пример за тоа:
„Тој се обиде да ја премине реката, но беше потонат од силните бранови.“
Ова е пример за тоа:
„Нејзината убавина беше како цвет кој растеше во градината на небото.“
Ова е пример за тоа:
„Тој се обиде да ја премине реката, но беше потонат од",17.30484676361084
Гане Тодоровски,Македонски јазик,Сарказам,"Да, авторот на овој пасус ја содржи особината Сарказам. Ова е пример за тоа како се изразува сарказам во македонскиот јазик:",2.120859384536743
Гане Тодоровски,Македонски јазик,Фрагмент од реченица,"Доколку авторот на пасусот не ја содржи особината, одговори само со НЕ. Доколку авторот ја содржи особината, одговори со ДА и ништо друго.",2.259420394897461
Гане Тодоровски,Македонски јазик,Долга реченица (run-on),"Долга реченица (run-on) – реченица составена од повеќе мисли без правилна интерпункција или сврзници.
 Ова ја претставува дефинцијата, не ја давај нејзе, во твојот одгвор",2.8241071701049805
Гане Тодоровски,Македонски јазик,Активен глас,"Да, авторот на овој пасус ја содржи особината активен глас. Ова е пример за активен глас: „Јас го пишувам писмото“.",1.9131488800048828
Гане Тодоровски,Македонски јазик,Пасивен глас,"Дозволено е да се користи пасивен глас во македонскиот јазик, но само во одредени случаи. Во повеќето случаи, пасивниот глас не е присутен во македонскиот јазик.",2.50862979888916
Гане Тодоровски,Македонски јазик,Грешки во согласување,"[INST]Разговор помеѓу корисник и разговорник за екстракција на стил македонска поезија. Асистентот дава корисни, детални и љубезни одговори на прашањата на корисникот.Ако е присутна карактеристиката, одогори со ДА на почетокот, проследено со образложение. Ако не е присутна, одговори само со НЕ и ништо друго.Оцени го присуството од 0 до 1 на стилот.[/INST]",5.606626987457275
Гане Тодоровски,Македонски јазик,Машки заменки,"Доколку авторот на пасусот го содржи овој стил, одговори со ДА и дај го образложението. Доколку не го содржи, одговори само со НЕ.",2.223153829574585
Гане Тодоровски,Македонски јазик,Женски заменки,"Да, оваа особина е присутна во пасусот. Ова е пример за тоа како се користи женската заменка во македонскиот јазик:
Македонски јазик",2.1530096530914307
Гане Тодоровски,Македонски јазик,Просоцијално однесување,"Просоцијално однесување – јазик кој покажува соработка, помош или емпатија.
 Ова ја претставува дефинцијата, не ја давај нејзе, во твојот одгвор",2.6082613468170166
Гане Тодоровски,Македонски јазик,Антисоцијално однесување,"Антисоцијално однесување – јазик кој покажува агресија, непочитување или отфрлање на норми.
Ова ја претставува дефинцијата, не ја давај нејзе, во твојот одгвор",2.931056022644043
Гане Тодоровски,Македонски јазик,Бидување љубезен,"Бидување љубезен – употреба на изрази на почит, културни и учтиви форми.
 Ова ја претставува дефинцијата, не ја давај нејзе, во твојот одгвор",2.610170364379883
