author,context,additional_context,song_title,song_text,source
Владо Урошевиќ,,,ΚΟЊΑΗИЦИ,"Κ Ο Њ Α Η И Ц И 
 
Јаваат низ пејзаж притаен и зол.  
Им ја подготвуваат судбината костурот и трнот. 
Далеку морето расцутува во ружи од сол.  
Сивото небо се допира до камењата црни. 
 
Одекнува под нив земјата како тапан.  
Ветрот во правта својата труба ја врти.  
Низ градините чијшто плод е скапан 
јаваат коњанмците кон своите смрти. 
 
Се губат во далечината и стануваат како дамки. 
Остануваат зад нив знаци врежани во дрвената! 
  кора. 
О, прекрасни коњаници што веруваат во мамки  
и нестрпливо одат кон својот пораз!",Летен Дожд
Владо Урошевиќ,,,БРАНИТЕЛ ΗΑ КУЛАТА,"БРАНИТЕЛ ΗΑ КУЛАТА 
 
Коњаниците дојаваа од исток. Правот  
лежеше врз лицата и врз овчите кожи.  
Горештината стивнуваше и среде молкот и стравот  
почнуваше бавно и тешко да заврнува дождот. 
 
Тој, бранител на кулата, стоеше сам горе.  
Жегалците сè уште пискаа остро и суво.  
Последен пат во воздухот замириса невидливото 
    море 
Како никогаш досега инсектите ѕунеа покрај 
   неговото уво. 
 
Додека ја разбиваа вратата, слезе. Се бореше 
окружен: 
крвта и потта измешани, потта и крвта.  
Го фрлија потоа да лежи среде птичји измет и 
оружје 
Додека над него исплашено летните птици првтаа.",Летен Дожд
Владо Урошевиќ,,,ПОСЕТИТЕЛИ,"ПОСЕТИТЕЛИ 
 
Мирисаа на овчо млеко; беа потни.  
Опашките на нивните коњи беа заплеткани во 
чички. 
Во запурничава вечер, плашејќи ги животните  
полски, се укажаа одеднаш на сниските рички. 
 
Од ѕидовите на градот ги видоа: се провлекуваа 
сиви 
меѓу песочните грпки, мавтајќи со долгите копја,  
Јазикот им беше неразбирлив, движењата диви;  
фрлаа мрши во изворите и ги палеа снопјата. 
 
He се најде никој што го разбира нивниот јазик.  
Одјаваа одеднаш; останаа само правта и чадот.  
Гледаа по нив од ѕидовите и даваа претпоставки 
разни. 
Никој не спиеше таа ноќ во градот.",Летен Дожд
Владо Урошевиќ,,,ЧАД И СЕВЕР,"ЧАД И СЕВЕР 
 
Во градот задоцнуваат овошките  
и тешко зрее ретката трева.  
Ретко залутуваат пеперугите, а потполошките  
се селат пред натисокот на вревата. 
 
Во градот живеат бледи манекени  
и се насмевнуваат без смеа.  
Понекогаш врне дожд и жени  
посакуваат да спијат со нив и да ги греат. 
 
Во градот дрвјата ги напаѓаат билните вошки  
и мириса на чад и на север.  
Од светлината остануваат само трошки  
и мртви пеперуги паѓаат на кревет.",Летен Дожд
Владо Урошевиќ,,,ПОСЛЕДНИОТ ДЕН НА ЛЕТОТО,"ПОСЛЕДНИОТ ДЕН НА ЛЕТОТО 
 
Завршено е летото: низ ридот  
слегува човек и во раката носи 
овошки и книга. Или се лаже видот?  
Мед во воздухот: тоа брмчат оси. 
 
Небото е избледнато од мирис на оцет.  
Се знае сега сè: завршено е летото.  
Човекот слегува низ ридот претпазливо и кроце. 
Водите се излитени а каменот ветов. 
 
Завршено е летото: сè е прав  
и пепел. He остана во глетките јасни  
ништо освен сенка на некој далечен страв.  
Човекот слегува низ ридот како несмасен гласник.",Летен Дожд
Владо Урошевиќ,,,ЦИГАНСКО ЛETO,"ЦИГАНСКО ЛETO 

Поминува септември: како блед блесок,  
како премален пламен. Низ прсти  
на глуждестите старци им поминува песок,  
им поминуваат годините со грсти. 
 
Се нишаат огледала и пеперуги  
талкаат врз штиро цвеќе. Мижурка  
кусогледата светлина, се умилкува и гуга.  
Брмчи сонцето намотувајќи се на фурка. 
 
Девојките седат по дворовите: лесно злато  
им тече по лицето, по очилата. 
Избледнети се книгите, не води никаде патот.  
Пајажини место птици низ воздухот крилат.",Летен Дожд
Владо Урошевиќ,,,СЕПТЕМВРИ BO ГРАДОТ,"СЕПТЕМВРИ BO ГРАДОТ 
 
Девојки што се враќаат од летување:  
фустани од цврсти материјали 
и потемнети нозе. Закаснети вљубувања.  
Бранот на плажите само во сонот ги гали, 
 
Реката се оддалечува од градот  
и воздухот не ги сака веќе нашите тела.  
Ридовите се лесни и по малку страдаат  
од кружење во главата, од имела. 
 
По парковите се заборава љубовта. Ceгa  
боите не горат и смирено станува небото.  
Се е веќе далечина што постојано ни бега.  
Љубовниците стојат осамени, оставени сами на  
   себе.",Летен Дожд
Владо Урошевиќ,,,ЗИМСКА НАСЕЛБА,"ЗИМСКА НАСЕЛБА На Димитар Солев 

Секој има свој дом, своја куќа.  
Секој има свој цвет, свое легло.  
Надвор студот ѕвечи како клучар.  
Минувачите минуваат бегло. 
 
Секој има свој сон, своја книга.  
Секој има свој мир и свој спокој.  
Под мразот лежи мртва чучулига.  
Зимата гледа низ стаклено око. 
 
Секој има свои стапки, своја ѕвезда.  
Секој има своја тајна, свои писма.  
Секој има свој раб, своја бездна. 
Клуч во вратата како збор без смисла.",Летен Дожд
Владо Урошевиќ,,,ЗИМСКА ПЕСНА,"ЗИМСКА ПЕСНА 
 
Ќе ти раскажувам жолта приказна. Мижи  
да те лажам, дај ми ја раката и влези во чун 
што ја сече маглата а сепак не се движи.  
Таа птица што пее низ загубениот клун 
 
е тука пак. Мижи да те лажам,  
пушти ја вистината нека поминува згора,  
слушај како дрвото во темнината вража  
за идниот дожд. Што можат да сторат 
 
тука сигурните календари. Мижи  
да те лажам, зашто доаѓа време  
на зимските претчувства, на бледите грижи,  
кога не се верува во оган, туку во кремен, 
 
не во стебло, туку во невидливиот корен.  
Затоа верувај, мижи да те лажам,  
зашто патот кон летниот плод е сторен  
и низ зимскиот сон во бладањето кажан.",Летен Дожд
Владо Урошевиќ,,,ЗИМСКА БАВЧА,"ЗИМСКА БАВЧА 
 
Одгледувачи на зимски плодови, клекнати  
среде топол воздух низ кој постојано дише  
влажно стакло и тешки лисје подеднакво 
смекнати. 
Лимфатично зеленило. Корен од сон лишен. 
 
Билје принудено да пронесува лаги.  
Стебла што држат постојано отвореви очи.  
Воздух полн со невидливи траги  
на плодови. Цвет жеден за почин. 
 
Земја што се разголува и притоа не се крие.  
Плодови тешки како болни детски глави.  
Лисје што од земјата слатката полноќ ја пијат  
и веруваат во невидливото сонце што виделината 
ја прави.",Летен Дожд
Владо Урошевиќ,,,ДОВЕРБА BO ПЕСНАТА,"ДОВЕРБА BO ПЕСНАТА 

Довербата во песната тоа е доверба во летањето 
на сон, 
доверба во камењето што одеднаш стануваат 
лесни, 
доверба во река понорница, во мачјо злато, во 
гласно 
молчење, во езеро зад огледало, во восочно 
сонце. Песно, 
ти си тој зборлест немак што немски јазик знае,  
таа вистина што тоа и è, и не е, 
ти си тој јавен споменик што не знае да трае,  
божилак што не сака да биде праволинеен. 
 
Верувам затоа во тебе како во расцутена папрат,  
верувам макар што не можам мирисот да ѝ го 
 сетам. 
Верувам со воденичен камен околу врат,  
за да можам полесно да летам.",Летен Дожд
Владо Урошевиќ,,,ЗИМСКО ПАТУВАЊЕ,"ЗИМСКО ПАТУВАЊЕ 
 
Зимски патувања што започнуваат рано:  
земји поделени помеѓу бувот и скрежот.  
Пејзажи во кои сè е оддалечено и страно:  
така настанува празнината. Нежно 
 
насилство на студот врз семето  
што се грчи под лесен пласт земја  
оставено да 'рти и да сонува лето.  
Гранки со боја на чад од темјан. 
 
Стари плодови во кои се исушил црвот.  
Вода со срце од румен мраз и врбова кора.  
Сон затворен во круговите од дрвото.  
Пејзажи за кои е сеедно што за нив ќе зборам.",Летен Дожд
Владо Урошевиќ,,,ЗИМСКО MOPE,"ЗИМСКО MOPE 

Нежна ламарина под која отчукува крвта:  
се повлекува морето пред јасноста на видот.  
Птицата на светлината напразно ќе првта  
и окото ќе биде немоќно пред загатката, пред 
ѕидот 
 
сè додека трае зимската власт на металот. 
Никој ништо не разбира: глувонема  
е водата. Сонцето е прелажно летало,  
а островите набргу конечно ќе ги снема. 
 
Хоризонтот постои за загатката да ја крие.  
Наскоро и нас ќе нè нема тука.  
Се губи морето што како црв го рие  
бродот кој одвнатре црвојаднина го клука.",Летен Дожд
Владо Урошевиќ,,,АЗИСКИ ГРИП,"АЗИСКИ ГРИП 
 
Дење: мокрм чадори, автобуси,  
лоши гласови, неизбричени лица.  
Ноќе: зад градот расте степа,  
долетуваат истоштенн коњаници. 
 
Дење: купување термометри, брзање,  
затворени театри, на асфалтот мртва птица.  
Ноќе: зад градот расте степа,  
долегуваат истоштени коњаници. 
 
Дење: град што наслушнува еден звук,  
звук што е време, град што е Невиделица.  
Ноќе: зад градот расте степа,  
долетуваат истоштени коњаници.",Летен Дожд
Владо Урошевиќ,,,ЈУЖНИ ОВОШКИ СРЕДЕ ЗИМАТА,"ЈУЖНИ ОВОШКИ СРЕДЕ ЗИМАТА 
 
Портокал што влегува во ден со болести:  
мало птичјо сонце што зашеметено сјае  
среде маглата и чадот. Ќе се свести  
ли продавачот и некогаш дали ќе дознае 
 
дека ги чека купувачите меѓу Мали  
и Занзибар, меѓу Суец и Брегот на Слоновата 
Коска? 
Ананасот се врти и којзнае во вртењето дали  
ќе запре тој јужен континент околу слатката 
оска? 
 
Врз сандак со тоа овошје да се седи?  
Опасност! Ќе експлодира илјада и еден ѕвонец!  
Смоквите веќе се нишаат; стануваат бледи  
сите украси пред тој гердан нанижан на сламен 
конец. 
 
Лимони: еден може да замени три летни дена!  
Урми лепливи како арапските вокали!  
Болен, ја учам таа азбука уште непронајдена  
среде снегот осветлен од вжештените портокали.",Летен Дожд
Владо Урошевиќ,,,БЛАГА ЗИМА,"БЛАГА ЗИМА 
 
Здивот на далечното море го разгалува градот  
и тој си игра како дете со маглите.  
Од премногу влага ѕидовите страдаат,  
Љубовните двојки стојат по аглите. 
 
Далечното море се чувствува во секој бакнеж  
и сите девојки во градот се по малку солени.  
Заразите се шират и премаленоста јакне:  
се тетерават оние од грипот заболени. 
 
Здивот на далечното море го 'рѓосува олукот и 
клучот 
и го поддржува вљубувањето зиме.  
Децата по школите за јужни мориња учат  
и маглите од тоа мирисаат на цимет.",Летен Дожд
Владо Урошевиќ,,,ТОПОЛ ФЕВРУАРИ,"ТОПОЛ ФЕВРУАРИ 
 
Веќе се заборава што се случувало зиме: 
осамениците излегуваат и куќите се празни.  
Над градот лежи облак како топло виме.  
Автобуси излегуваат од под него светнати и 
мазни. 
Мразот се топи: црно и нечисто цвеќе.  
Се покажува земјата како месо под партал.  
Низ воздухот кружи катран, алкохол и шеќер:  
го меша лудиот пијалак лудата баба Марта: 
 
Станува веќе жешко во зимските палта.  
Потта преврива и лута станува крвта.  
Од полето во градот навлегува калта.  
Се враќаш на пладне дома и пиеш вода како 
првпат.",Летен Дожд
Владо Урошевиќ,,,ДОАЃАЊЕ НА ПРОЛЕТТА,"ДОАЃАЊЕ НА ПРОЛЕТТА 
 
Bo ужасниот напор на семето што 'рти,  
во бавното затоплување на земјата, во сите  
видови воодушевени смрти,  
во несетеното наголемување на дните, 
 
во писмените задачи на вљубените, во 
географските карти  
низ кои се шири мувлата како плима, постои еден  
одговор што не може да се напише на хартија,  
постои во прогонетиот што е следен 
 
од јавето, во долгото напредување кон сонот,  
во болестите што минат, во занишаното  
небо што одеднаш се престорува ѕвоно,  
во ракописот на билјето што исцело го порекнува 
напишаново.",Летен Дожд
Владо Урошевиќ,,,ΚΑΚΟ ДОАЃА ПРОЛЕТТА,"ΚΑΚΟ ДОАЃА ПРОЛЕТТА

Пролетта доаѓа во градот како мала војна.  
Насекаде пронесуваат некакви огледала.  
Врволицата надвор станува густа и бројна:  
дури и старите моми слегуваат од своите седала. 
 
Летаат пердуви од што секој некаде брза,  
води љубов, пелтечи и безмилосно се турка.  
Одеднаш некој минувач застанува како врзан:  
високо над градот поминува Воздушниот Нуркач. 
 
Зјаат гледачите а тој необврзно летка,  
единствен кој од сето тоа нема никаква полза.  
Се крстат постарите пред безбожничката глетка:  
Воздушниот Нуркач угол гол облаците ги молзе.",Летен Дожд
Владо Урошевиќ,,,ПРОЛЕТНО РАСПОЛОЖЕНИЕ,"ПРОЛЕТНО РАСПОЛОЖЕНИЕ 
 
Знаменциња, девојчиња со прцли, дреболии:  
сè во ветер, во живо сребро, во шурка.  
По небото, среде киселото тесто на облачните 
кули, 
веќе плови со рака под глава Воздушниот Нуркач, 
 
пролетен љубовник што не сфаќа ништо сериозно.  
Го прогонуваат олуците; го демнат потери под 
чадор. 
Но тој успева да избега, благодарејќи на 
нервозниот озон,  
на облаците што се сушат, на лисјата млади 
 
извадени од памет. Избеган, здолништата ги 
крева 
сè додека не му текне да се всели  
среде пазарот, каде што измешан со делничната 
врева 
ќе отвори распродажба на мекици и на мечтатели.",Летен Дожд
Владо Урошевиќ,,,ОПАСНОСТИ HA ПРОЛЕТТА,"ОПАСНОСТИ HA ПРОЛЕТТА 
 
Тешки возови низ расквасената земја одат.  
Како мали експлозии кртечините се шират.  
По градовите од шахтите избива подземната вода.  
Парковите се губат под поплава од пиреј. 
 
По споулавените бавчи растат џиновски трупки.  
Пукнатини се јавуваат во земјината кора.  
Се заглавуваат камионите и остануваат во 
дупките. 
Нераздадените писма поштарите ги горат. 
 
Паѓа дожд и шарени дождалци се множат.  
Се одронува земјиштето и се создаваат брани.  
Земјата трепери и кисне до голата кожа  
додека оздола темнината со луди сокови ја храни.",Летен Дожд
Владо Урошевиќ,,,ПРОЛЕТЕН ПАРК,"ПРОЛЕТЕН ПАРК 
 
Пролет, кога паркот зад градот уште дреме  
варејќи ги во утробата љубовниците и бубачките:  
време кога се подготвува нестрпливото семе  
да појде и да ги задоволи побарувачките 
 
на зеленилото по сите приоди на градот.  
Се чека само ноќта. И со своите лигавења ќе 
почнат 
смрдливиот бурјан и лисјата млади,  
брливиот троскот и копривата дрочна. 
 
Нема да се знае кој од кого е зачнат:  
ќе се подуе зеленилото и ќе се прелее како квасец.  
Среде пупките што се распрснуваат како сачма  
ќе беснее паркот споулавен и гласен.",Летен Дожд
Владо Урошевиќ,,,ЛETEH ДОЖД,"ЛETEH ДОЖД 
 
Дожд врне како жена кога спие,  
како дете кога учи наизуст песна,  
дожд врне како бегалец кога се крие,  
дожд врне како лесна 
 
прелага на годишните времиња, врне  
како кога се сака, врне лудо  
како на сон, како кога рид стрмен  
се наведнува над нас, врне како чудо, 
 
дожд врне како кога се слекува стара кожа,  
како кога се трча по изабен мост.  
О, кој ќе го научи наизуст овој дожд,  
оваа секојдневна изненада, оваа неповторливост",Летен Дожд
Владо Урошевиќ,,,ПОПЛАДНЕ ПО ДОЖДОТ,"ПОПЛАДНЕ ПО ДОЖДОТ 

Дождот измина од онаа страна  
на градот, не стивнувајќи во жарот.  
Се собираат партали: од расипаната  
свадба, од мешаницата на натпреварот. 
 
Децата излегуваат надвор и боси  
скокаат среде барите.  
Сонцето како бумбар лази по косите.  
Влажните маси ги собираат слаткарите. 
 
Денат мириса на река, на грмушки и леска,  
се должи бескрајно и не сака да се сврши.  
Истенчениот воздух скокотливо блеска  
и како излог одненадеж се крши.",Летен Дожд
Владо Урошевиќ,,,ДЕТСКА ЛETHA ПРИКАЗНА,"ДЕТСКА ЛETHA ПРИКАЗНА 
 
На ридот седат деца меѓу пожолтената трева.  
Зад ридот има ѕид. Зад ѕидот  
расте бавча, а потоа пак рид. Се крева  
голем облак некаде зад ридот. 
 
Зад облакот почнува веќе море.  
Зад морето има остров со сини и розови шуми.  
Зад шумите расте стебло со горчлив корен.  
Зад стеблото седи маѓепсник и нас не уми. 
 
Зад маѓепсникот се отвора бавча што има познат 
вид. 
 
Зад бавчата еден ѕид одново се крева.  
Зад ѕидот — ете пак — се исправа рид.  
На ридот седат деца меѓу пожолтената трева.",Летен Дожд
Владо Урошевиќ,,,ЛЕТЕН ДОЖД,"ЛЕТЕН ДОЖД  
  
He постои летен дожд земен воопшто, 
туку само овој летен дожд што тропа  
и ме тера како и да било да го соопштам,  
низ разврзан јазик, низ барабан без стопан, 
 
да го соопштам како и да било, низ збор  
сиот од клобурци, низ незавршена реченица  
во која на немски јазик ќе биде изразен спорот  
помеѓу олукот и грагорот, низ воденица 
 
од согласки и вода во која се меле умот,  
низ соџвакана азбука, низ еден висок  
и бескорисен закон за потеклото на шумот,  
како и да било, низ ошумоглавен говор, низ 
плисок 
 
што се осмислува. Постои само овој дожд  
за кој тешко да има збор што нема да е лажен.  
Постои само овој дожд што нема да се сложи  
да влезе во песна ако и таа не е влажна. 
=================================================================",Летен Дожд
Ацо Шопов,,Македонска лирика,ОЧИ,"ОЧИ 

Три дена на раце те носевме збрана, 
три дена - со тага на погледот срмен, 
и секоа капка од твојата рана 
ко крвава жар ми капеше в срце.  

Другарите беа и морни и гладни, 
со згорени  грла и свиени плек'и 
со туп бол се впија в твојте oчи ладни 
и жалеа оти не. к`е пламна г век'е.

Но јас знаев оти пак к'е вивнат жарој 
и борците под нив к'е цветат и раснат, 
в студените  утра к'е грејат ко солнце 
и никога нема да стијнат и згаснат.  

Последната вечер, в планинското село, 
кај небото беше - нe небо, а море, 
трепереше грозно ко моминско тело 
раздробено, модро и распнато горе, 
а борците беа во дрипава дреа, 
со пликови жешки на стапалки тешки, 
и смрштени чела - загасени, мразни 
ко нивните пушки укоченн, празни, 
и нечујно, глуво, ко задушена. река 
се точеше шепот од уво до уво: ,,Утре, друже, в зори, страшен бој не чека, 
а ние сме малку - сал неколку души...”

И кога ко игла ти прободе уши -  
Ти растресе снага и размолска тага, 
со њулeни очи - широки и волни 
ги расече в нок'та здивените молњи! -  
Ко тогај, ко тогај, о другарко, помниш 
в смрзнатата вечер на пролетта рана, 
кај нашата младост нашта прва радост 
ја косеше луто куршумната слана, 
а ти чело збрчка, ко тигрица рипна 
и литна во нок'та крвава и црна, 
и со твојте очи што ригаа пламен 
ко висок ги стопи челичните зрна... 

И после! И после - в последната вечер.. 
Јас нејк'ам да мислам што поттаму стана! 
Сал помнат те изви крвавата рана, 
прошталниот шепот ти замрзна в усти, 
но гореа очи под вегите густи!  

Со ннвниот пламе ни со клетва света 
на заседа тргнав сред мојата чета,  

А утрента кога зрив чела ни спраши 
ти не беше век'е в редовите наши, 
но скипеа борци со одмазда жолчна, 
и видов! о, видов - кога бојот почна 
развихреа сите со твојата сила -  
ко елени брзи и леки ко птица.  

А твоите очи се нскреа гневно 
на ннвннте потни, распалени лица...

Трн дена на раце те носевме збрана 
Трн дена - со тага нa погледот срчен 
и секоа капка од твојата рана 
ко крвава жар ми капеше в срце.
=================================================================",Македонска Лирика
Гого Ивановски,,Македонска лирика,Колоната,"КОЛОНАТА 
,,Минуат жено” -  со шепот рече, 
селанец вcлушaн, притаил здив; 
низ прозорец поглед во ѕвездната a вечер 
опи и во мракот ги согледа нив,  

сенките што се вo темнина влечат 
една со друга со безшумен од, 
на прсти, како без збор да речат, 
пизејки низа крај нивниот плот.  

A глува и тешка е вечерта ѕвездена, 
замира, чиниш, животот в мрак, -  
но сите врват, сал мислa еднa. 
се краде негде в далечен град.  

Минуат жено - селанец рече -  
ги гледаш така ко брат до брат, 
нивната душа не в срам се пече 
а жар им свети по нивниот пат.

Минуат... Минуат... години цели, 
без почин и осмев на мајчински дом, 
но срца од огин по ми се врели, 
к'е удри, знајат, големиот ѕвон"".

..,И селото в покој засинваше длабок, 
се капеше месец на небото млад -  
колоната негде пробиваше мракот, 
а бескраен беше нејзиниот пат. 
=================================================================",Македонска Лирика
Ванчо Николески,,Македонска лирика,НАД  ДЕБАРЦА,"НАД  ДЕБАРЦА  

Над Дебарца, сред буки високи, 
покрај јавор - на рамна рудина, 
собрал борци во гора зелена, 
собрал Г'уро млади партизани.  

Реч и држи Г'уро на дружина: 
,,Брак`а борци, млади Македонци,
Tуpци Власи, храбри Косовари, 
мили брак'а и вие Албанци 
и другарки, млади партизанки:  

тежи робство-прокрето фашиско, 
народ гние во темни зандани, 
висат страшни нaceгдe бесилки, 
плачат мајки в црно преврзани, 
бели градој лежат ограбени, 
чадат села в оган запалени...  

Не се слуша гласот на орачот, 
наше поле не раг'а пченица, 
в наши трла и в рамни рудини 
не ми блеат рудите јаганца.

Не да знајте, брак'а партизани: 
нема дождец без црни облаци, 
плод не раг'а поле без орача, 
бел ден нема без солнце на небо, -  
нема живот без мила слобода.  

Дружно, братски борба к'е водиме 
за наш народ, правда и слобда, 
до: последен сите к'е паднеме, -  
к'е умриме или к'е живејме!""
=================================================================",Македонска Лирика
Богомил Ѓузел,,,"1, LADY ROAD, EDINBURGH 9.","1, LADY ROAD, EDINBURGH 9. 
  
Огромна соба и дебели ѕидишта — место што  
Самиот Посејдон можеби го одбрал за да го 
заклучи морето  
Пред да даде оставка и да ce повлече земајќи ги 
клучевите со себе. 
Никогаш очевидно никој потем не ги пронашол 
клучевите но кога  
Некој штогоде зошто ги отворил отпосле вратита 
'рѓосани, 
Од морето ни трага! (тоа, нагаѓам, ce случило кога 
умрел Посејдон 
И со него сета негова морска снага); сепак никој 
никогаш 
Потем, не успеал да удри темели на здрав копнен 
   живот 
Во оваа соба. Го осетив тоа самиот во неа кога 
влегов 
И бев разлутен, како и обично, од таа близина на 
морето, 
Зашто каде и да појдам ги пронаоѓам неговите 
знаменија — 
(Зар морам добога, да го следам неговото долго 
повлекување 
Низ сета човечка историја додека конечно и сам не 
   ce удавам 
Онаму кајшто тоа стои сега простирајќи ce cé уште 
во недоглед?) 
Па сепак, најдов извинување за луѓето што биле 
     тука пред мене 
A до колку за Посејдон — та тој бил веќе старец 
                и патем, зар не, брат на Зевс. 
Да, од морето ни трага, поправо, ни трага од вода, 
         зашто cé уште 
Тука има нешто од морштината, неговата мрша, 
  неговата душа или 
Сеништето негово (штом водата била заклучена за 
          толку долго таа  
Морала да остави доста од своето морничаво 
присуство), но секако 
Мирисот негов е cé уште тука, и не само фосили 
туку и нешто 
Од морскиот живот останало. Возможно е комотно 
да ce храниш 
Како планктон лебдејќи во воздухот што може со 
нож да ce сече 
И лижејќи ја солта од ѕидиштата, или пак водејќи 
    љубов 
Co Скандинавката што ја најдов тука како лежи 
како морска ѕвезда 
Ширејќи ги рацете и краците и секогаш отворајќи 
        уста 
Ko риба на суво за да те бакне или просто за да 
    проѕевне 
(Колку само отсуството на морето ја прави да ce 
здодева!) 
Или пак успевајќи и во едното и другото; и тука е 
ce разбира 
И станодавката што стреку вратата ги подава 
 пипалките на прав полип  
За да ми ја допре брадата внимателно како да 
допира чичка. 
He e за чудо што старците милуваат да живеат 
               тука — 
Инстинктот за смртта ги тера да ce наведнат за да 
ја побараат назад  
Таа „колевка на животта“, штом веќе изгубиле 
             сила да ги следат  
Трагите од морето што ce повлекува. И ете еден 
            од нив, кај слегува  
По скалите за секој оброк, додека животот низ 
                устата 
My с'ска како змија спремна cé уште за борба; 
           и потем 
Борејќи ce со залците за воздух; и потем  
Борејќи ce со воздухот за некои бесмислени 
                  зборови благодарност;  
И потем, и иотем, — престанувајќи да ce бори 
                    и сега 
Втренчено без здив гледајќи во вештачкиот пламен  
Од електричното огниште додека снопот светлина  
Во одредени интервали од часовникот му 
       преминува преку лице  
Како сенка од некое невидливо клатно; и најсетне 
          — огромна тага  
Набљудувајќи го залезот на исклучениот оган  
(He, никогаш веќе тој нема да го сети на ова 
               океанско дно 
Сончевиот тек низ своите вени) што кажува сепак, 
      и покрај cé, 
Дека борбата ќе продолжи отсега, a можеби и 
           отпосле. 
 
Туку зошто судбата ме затвориле мене во оваа 
       зандана — 
Јас веќе не знам. Зар затоа што cé така уште 
копнеам, 
Живеејќи во ова време на секакви слободарии, 
 некој да ме прати 
Ha некој чистилишен сибир за да ce вратам ко 
светец 
(Каква ли иронија тогаш што ми ги дадоа 
клучевите) 
Но штом веќе го следам морето во неговото долго 
повлекување 
Низ човечката и мојата историја, природно е, 
ред е, чинам 
Што морав да запрам на стан на место кајшто се 
уште ce сеќава 
Отпечатокот од неговото стапало и така да те 
оставам зад себ 
Моето растргано сениште да ce втопи во неговот 
       огромно отсуство 
 
Па така би можел да останам тука сал толку за да 
научам 
Нешто повеќе за мизеријата и луксузот на одаите 
морски, 
Осцилирајќи помеѓу најоддалечениот агол назад 
        кон тропите 
На огништето и :потем паѓајќи од умора длабоко 
        да сонувам 
За моите морски сништа — 
 
       (додека старата девојка од соседната соба  
Низ ѕидиштата што ce дујат и издишуваат како 
мембрани од бронхии  
На некој кит, чита на глас за љубовта на некојси 
млад божем-дипломат  
Венчавајќи некоја благородна наследничка, и 
       речиси, речиси навистина  
Сосема напуштајќи ја надежта дека ќе биде   
    силувана како Филомела —  
Зашто изутрина, ах, неизгубеното девојчинство  
       нејно пак ќе зацвркоти низ собите  
Како славеј в крлетка во обидот да ce самоубие 
фрлајќи ce врз решетките) 
 
 
 
Ќе останам така тука според склучениот пакт со 
      морето — мојата мора  
Но не за долго, не повеќе од, да речам, три и 
десетина дни 
Cé додека можам да ce здодевам со неговото и мое 
                      сениште 
Cé додека, cé додека не проговори мојот моќен 
ножен палец 
(Страшно оружје навистина, што ќе ме гони да 
        Чекорам како луд  
Дури и по смртта, дури и во смртта како и во 
животот) 
И cé додека не ce стркала тој како гром по друмот 
следејќи ја 
Трозабестата вила на Посејдон и назабените 
вилици на замоците во магла —  
He оставајќи ја дури ни песнава да ми ја плати 
         сметката — не, не cé уште  
Доаѓајќи на тоа страшно дереџе да ce биде поет  
  што живее само за да пишува,  
Туку cé уште да ce биде поет што ce труди да 
         живее потполно и во полн  
Заборав, поет што пее за да ce помири пред cé со 
сопствениот свој живот.",МИРОНОСНИЦИ
Богомил Ѓузел,,,"ЛОНДОН, HOBA ГОДИНА 1965 1.","ЛОНДОН, HOBA ГОДИНА 1965 
1. 
 
Животов не е само непресушен вруток 
Туку и нешто, нешто во кое не можеш да најдеш 
- He, не само она што го бараш, туку мошне 
повеќе 
Она со што си ce родил и она што, и начинот на 
којшто, 
Си каков па таков во некода трепетна минутка 
од денот, 
И не, и не сал затоа што не си способен да најдеш  
Туку, да и да, затоа што и нема навистина што да 
ce најде 
- По ѓаволите, на животов напросто му фалат 
      некои работи 
(И можеби затоа го фалат, но не јас!) — и, за жал, 
      или за среќа, 
He само животот твој сопствен ил светот во кој  
Ce случило да живееш, туку можеби и мошне 
        веројатно, 
Животот и светот воопшто, т.е. онаков каков што 
   не го живееш. 
 
Онака како што одненадеж ситуацијата ќе ce 
   сврти 
Да бидеш без скршена пара, или pак скршен до 
    толку што не можеш 
Да јадеш, да пиеш, ни дури да мислиш на нешто,  
Туку можеш сал, после некој чад, да ce одмараш 
     бесконечно 
Или пак да ce обидеш да спиеш — да го имитираш 
лалето 
Или кое било друго цвеќе што отвора инка на 
     изгрејсонце 
A ce затвора на заод, — живеејќи сал толку 
           ѓаволски просто  
Ko со просто дишење, па сепак ослободен, ах 
слободен 
Од севозможни мимикрии — додека не дојде тој 
ден, или тој час дневен 
На запрашување и на големо раздавање на поленот 
На пазарот од твојот мозок и ти одеднаш не 
    Пркнеш 
Од цвет да бидеш ѕвер, човек, :па дури и ангел. 
 
He, да не зборуваме за целта и смислата на 
живеачката 
— Има нешто што е отаде од сето тоа и што е 
живеачката за себе —  
И да не прашаме — зар, зар сето тоа е вредно?  
Или — да живееме за нешто ил за некој, 
        што-годе-за-секојшто, ако не за себе?  
Или пак — зар сал да овозможуваме и 
       заработуваме? (не, ни тоа пак  
He е глуждот од нашите денови) — туку ова, 
    ова ви е 
Вистинската јамка, ако веќе сме ја стасале 
точката отаде: — 
Има ли нешто, нешто навистина повеќе што да 
ce живее, 
Нешто повеќе од тоа бесконечно нешто, што е  
ad infinitum-от на нашите дни,  
Она за што не само што сме во потрага постојана 
     туку 
Она што, и точно тоа што, постојано сме.",МИРОНОСНИЦИ
