author,song_title,styles_to_apply,name_of_new_song,new_song,input_tokens,output_tokens,total_tokens,ms
Веле Смилевски,МИТСКА КНИГА  (Трета),,Песна за Долината на Мечите,"Песна за Долината на Мечите

Во долина каде сонце тихо се спушта,
мечите сонуваат во тишината на вечерната тишина.
Звонот на ветрот свирел меѓу листовите,
и срцето на земјата тихо пушташе ритми.

Тука, каде што реката тихо плива,
и водите говорат со тихо шепот.
Тука, каде што ѕвездите се родени,
и ноќта ги чудувал со своите мигли.

Мечите лежат во почивка,
но нивната сенка го чудувал денот.
Тие чекаат, чекаат непозната судбина,
во долина каде сонце тихо се спушта.

Во овие земји на сончеви снови,
каде што ветрот свирел меѓу листовите,
и срцето на земјата тихо пушташе ритми,
тука се кријат легендите на минатото.

Мечите сонуваат, сонуваат за битки,
но тука, во оваа долина,
тие пронаоѓаат мир,
и среќа во тишината на вековите.",339,394,733,4237
Веле Смилевски,КНИГАТА ЕСЕЈ,,Песна за Долината на Мечите,"Песна за Долината на Мечите

no_song_found",339,305,644,2483
Веле Смилевски,КНИГАТА ФРАГМЕНТ,,Песна за Долината на Мечите,"Песна за Долината на Мечите

Во долината каде што ветрот шепоти,
мечите сонуваат во тишината на ноќта.
Златни ѕвезди во сенките на дрвјата,
светлини на далечни патишта, ни кажуваат приказни.

Тука земјата е пуна со спомени,
каде стариот дух на народот живее.
Мечите, кои сонуваат во тишината,
пејат песни за храброста и заборавеното.

Во овие рамнини, каде што ветрот шепоти,
срцата се пуни со љубов и верност.
Доливата на мечите е полна со надеж,
и светлите ѕвезди светлат на патот на правдата.

Тука, во долината на мечите,
сметаме на секој чекор, секоја драма.
Величествениот дух на нашите предци,
ни дава сила да се бориме за светлината.

Во овие далечни земји, каде ветрот шепоти,
нашите души се единствени и силни.
Песната на долината продолжува да звучни,
и срцата на мечите секогаш ќе пукнат.

Тука, во долината на мечите,
ние ги чуваме легендите на вечноста.
Секој чекор е полн со надеж и љубов,
и светлите ѕвезди светлат на патот на правдата.",339,480,819,3447
Веле Смилевски,ЗАБРАНЕТА КНИГА 3.,,Песна за Долината на Мечите,"Песна за Долината на Мечите

Во долина каде што ветровите пејат свои стари песни
Тука живее легендата, тука се роди сонот на смелите.
Златни лисја паѓаат, како светлина на сонце за да ги осветли патиштата
На овие земји, каде што тихо се чуди уште една ѕвезда.

Тука се родени тие, мечите на јунаците
Врз нив е напишана историја, исполнета со слава и со сомнежи.
Тие зборуваат на јазик на битки, на јазик на смрт и победа
Во нив е вгравнато секое искуство, секое исчезнување и секое враќање.

Долина на мечите, ти си сон на оние кои го бараат вистинскиот пат
Ти си утврдуваш кој е вистинскиот јунак, со срце полно со храброст.
Тука се родени тие, мечите на јунаците
Врз нив е напишана историја, исполнета со слава и со сомнежи.

Во тишината на овие земји, звукот на мечот се враќа
Тој звук ни укажува на смелост, на смелост да се живее и да се умре.
Тука се родени тие, мечите на јунаците
Врз нив е напишана историја, исполнета со слава и со сомнежи.

Долина на мечите, ти си сон на оние кои го бараат вистинскиот пат
Ти си утврдуваш кој е вистинскиот јунак, со срце полно со храброст.",339,576,915,3757
Веле Смилевски,КНИГАТА РЕПРОДУКЦИЈА,,Песна за Долината на Мечите,"Песна за Долината на Мечите

Во долината каде што ветрот шепоти,
мечите сонуваат на тихо сонце.
Тука, каде што земјата е полна со спомени,
и секој камен зборува за стари битки.

Патеки на јунаци, исполнети со сенки,
каде што тихото прашење на ѕвезди
светли на патите на оние кои минуваа.
Тука, каде што тишината е полна со гласовите на минатото.

Во овие рамнини, каде што ветерот ги носи ветровите,
и срцата се полни со горести жестоки огништа.
Тука, каде што секој чекор е спомен,
и секој здив е дел од епската приказна.

Мечите сонуваат, но нивните души се будат,
кога ќе дојде времето на битка.
Тука, во долината на мечите,
јунаците се родени од ѕвездениот ветер.

И ние, современите патници,
шетаме по старините, слушајќи ги нивните приказни,
и се гордееме со нивната слава,
за да ја продолжиме нивната песна во современ свет.",339,427,766,3302
Веле Смилевски,ИДЕАЛНА КНИГА,,Песна за Долината на Мечите,"Песна за Долината на Мечите

Во долина каде што ветровите пејат свои стари песни,
Тука животот е тихо, но полн со спомени.
Зелени ливади, мирис на свежина,
И тихо текче кое ни кажува приказни.

Секој камен е писмо, напишано во времето,
Врз нив растат траги, нивниот живот е долго.
Легендарни мечиња, тихо летаат во сенките,
Тука се кријат митовите, во длабочините.

Секој чекор е спомен, секој ветер е гласа,
Тука срцето се отвора, за да го чувствува сјајот.
Долина на мечите, тихо сонуваш во сон,
Ти си утврдуваш пат, со светлината на сонце.

Во овие граници, животот е сон,
Каде што срцето го пронаоѓа својот дом.
Песната на долина, вечно ќе продолжува,
Во секој здив, во секоја сенка, вечно ќе трае.",339,379,718,2607
Веле Смилевски,АЛТЕРНАТИВНА КНИГА,,Песна за Долината на Мечите,"Песна за Долината на Мечите

Во долината каде што ветрот тихо шепоти,
мечите сонуваат во сенките на тишината.
Златниот светлина на сончевиот зрак,
светли ѕвезди во ноќта на тишината.

Тука, каде што земјата е полна со спомени,
и секој камен раскажува приказни стари.
Врз нивното темно платно, тихо се слика,
приказната на оние што ги носат гордост.

Во длабочината на овие земји далечни,
срцата се пукнати од љубов и болка.
Тука, каде што тишината е полна со ветер,
и душите се враќаат за да го пронајдат своето дом.

Од далечниот врв на планината,
до брегот каде морето тихо плива,
ова е долината на мечите,
каде што љубовта и смрт се братски блиски.

Тука, каде што ветрот тихо шепоти,
мечите сонуваат во сенките на тишината.",339,377,716,3009
Веле Смилевски,ЗАБРАНЕТА КНИГА .2,,Песна за Ќукестиот Ден,"Песна за Ќукестиот Ден

Во кукестиот ден, кога ветрот свирел своја песна,
и ѕвездите се смееаа на земјината сенка,
срцето ми скокаше, како да го слуша ритамот,
на тихото прашање што го имаше неговиот јам.

Од далечина се чуаа звукови на стари легенди,
и тихо ми го шепотеа името на тие земји,
каде што дрвјата говореа, а камените ѕидови,
се шепотеа тајни, исполнети со вековни видови.

Во кукестиот ден, кога сончевиот зрак се свртуваше,
и ветерот шепотеше тихо, ми го шепотеа името,
на она што никогаш не го споменувавме,
но што секој го знаеше, но никогаш не го споменуваше.

Тука, каде што тишината стануваше збор,
и ветрот стануваше гласа на минатото,
срцето ми го шепотеа она што никогаш не го споменавме,
но што секој го знаеше, но никогаш не го споменуваше.

Во кукестиот ден, кога сè беше тихо и сончево,
и ветрот свирел своја песна, ми го шепотеа името,
на она што никогаш не го споменувавме,
но што секој го знаеше, но никогаш не го споменуваше.",339,523,862,3260
Веле Смилевски,ЕДНОСТАВНА КНИГА,,Песна за Долината на Мечите,"Песна за Долината на Мечите

Во долината каде што ветрот шепоти,
мечите сонуваат во тишината на ноќта.
Златни ѕвезди во сенките на дрвјата,
светлини на далечни спомени, нивни ветрови.

Тука, каде што земјата е полна со тишина,
и срцата пукнуваат под тихото чешење.
Песни на ветрови, тихо ги пеат стариот луѓе,
со нивните раце ги земаат мечите на душа.

Долнината на мечите, тука срцето стои,
каде што минатите се спојуваат со сегашноста.
Тука лежи тишината, полна со ветрови,
и светлините на сонце кои никогаш не заминуваат.

Песна за долнината, каде што мечите сонуваат,
и срцата се полни со ветрови на спомени.
Тука, во тишината, животот продолжува,
и мечите чекаат својот ред во сончевиот свет.",339,368,707,2540
Веле Смилевски,КНИГА HA СМРТТА,,Песна на Македонската земја,"Песна на Македонската земја

Во овие граници, каде што ветровите шепаат
Патеки на спомени, исполнети со сенки на минатото
Земја на три боја, три ѕвезди на знамето
Тука живее душа, искривена во борби и ветрови.

Од планините што се глави во небото, до реките што ги шепаат низиите
Тука се родени ѕвездите на народот, гордо стојат
Секој камен е споменик, секоја ливада е песна
Во овие земји, тишината зборува најмногу.

Од ден до ден, сонце рано се јавува
Светлината патува низ долгите улици на спомени
Секој чекор е спомен, секоја рака е ветување
Тука се родени ѕвездите на народот, гордо стојат.

Во овие граници, каде што ветровите шепаат
Патеки на спомени, исполнети со сенки на минатото
Земја на три боја, три ѕвезди на знамето
Тука живее душа, искривена во борби и ветрови.",339,420,759,3009
Веле Смилевски,КНИГАТА НИЕ,,Песна на Македонската Земја,"Песна на Македонската Земја

no_song_found",339,399,738,2817
Веле Смилевски,СВЕЧЕНА КНИГА,,Песна за Долината на Мечите,"Песна за Долината на Мечите

Во долината каде што ветрот шепоти,
мечите сонуваат на тихо сонце.
Тука, каде што земјата говори,
и тие слушаат, тихо, без звук.

Секој камен е старо приказни,
и секој ветер носи нови митови.
Тука, во овие рамнини мирни,
срцето на македонскиот народ живее.

Мечите се сонови од стари времиња,
светли во сенките на вековите.
Тука, каде што тишината зборува,
и срцето се радети со љубов.

Во долината на мечите, тишината е гласа,
на оние кои сонуваат за слобода.
Тука, каде што сонот и реалноста се едно,
и срцето на земјата никогаш не губи.

Мечите сонуваат, земјата говори,
и ние слушаме, ние веруваме.
Тука, во овој антички рај,
нашото срце се радети со вечен мир.",339,370,709,2485
Тодор Чаловски,КУЌАТА И НЕДОСТАТОЦИТЕ,,Песна за Ќелибели,"Песна за Ќелибели

Во тишината на Ќелибели, каде што ветрот тихо шета,
Се чујува легендата на гордоста и силата.
Се слуша звукот на челото што се држи високо,
Каде што ѕвездите сонуваат и ветровите го гледаат високо.

Тука каде што дрвјата растат со духови во нив,
И каде што тишината зборува со јасни духови.
Се чујува звукот на стариот ритам на земјата,
Каде што секој чекор е спомен и легенда.

Во Ќелибели, каде што сончевиот зрак го грее срцето,
И каде што ветрот тихо шета, ние го чувствуваме срцето.
Тука каде што животот е песна и сон,
И каде што секој ден е нов почеток.

Ќелибели, ти си сонот на нашите души,
Каде што срцето го наоѓа своето домаштеинство.
Тука каде што легендарните ѕвезди се родени,
И каде што тишината ни дава мир и спокојство.",339,419,758,3222
Тодор Чаловски,ИСКРА,,Песна за Долината на Мечите,"Песна за Долината на Мечите

Во долината каде што сончевиот зрак
се плете со ветровите на тишината,
тука животот тихо го пее својот став,
и срцето на земјата тихо удира.

Мечите на овие земји сонуваат во сенки,
и тие ги чуваат легендите на стариот ден,
каде што ветровите носат ветувања,
и тишината зборува со душата.

Овие долини полнети се со спомени,
каде што секој камен е писмо на времето,
и секој звук е гласа на минатото,
кој звучни ги враќа моментите назад.

Тука, во овие рамнини на сон,
се родуваат ѕвездите на надеждата,
и секој чекор е чекор кон нов ден,
каде што срцето на долината продолжува да удира.

Песната на овие мечи долини,
е химна на вечноста,
која ни укажува пат кон светлината,
во овој сон на вечен мир.",339,370,709,2671
Тодор Чаловски,РАНИ УТРА,,Песна за Долината на Мечите,"Песна за Долината на Мечите

Во долината каде што сончевиот зрак
се плете со ветровите на тишината,
тука животот тихо го пее својот став,
и срцето на земјата тихо удира.

Мечите на овие земји сонуваат,
нивните дршка ги држат спомени од стари,
а нивните врвови се врвови на слава,
каде што ветровите носат ветини од легенди.

Тука, каде што земјата е полна со тишина,
и ѕвездите се блиску како соседи,
песната на животот звучни се раширува,
и срцето на долината тихо удира.

Мечите сонуваат, тихо чекаат,
и нивните сенки ги шетаат старините,
тука, во долината на мечите,
животот е песна, вечен и вечен.",339,323,662,2370
Тодор Чаловски,ЦВЕЌЕ НА ТРАГАТА,,Песна за Долината на Мечите,"Песна за Долината на Мечите

Во долината каде што сончевиот зрак
се плете со ветровите на тишината,
тука животот тихо го пее својот став,
и срцето на земјата тихо удира.

Мечите на овие земји сонуваат во сенки,
и тие ги чуваат легендите на минатото,
каде што ветровите носат стари зборови,
и секој чекор е исполнет со спомени.

Во овие рамнини, каде што зеленилото
се плете со ѕвездестиот ноќен пламен,
душите на предците тихо го чекаат
моментот да се вратаат во нивната земја.

Тука, каде што реките пејат свои песни,
и планините ги чуваат тајните на вековите,
срцето на долината го носи бремето
на она што е вечно, на она што никогаш не ќе замине.

Песната на мечите, тихо и вечно,
е химна на овие земји, на нивната душа,
и ние, нивните деца, ги продолжуваме
песната за Долината на Мечите.",339,406,745,3279
Тодор Чаловски,БЛАГУН,,Песна за Долината на Мечите,"Песна за Долината на Мечите

Во долината каде сонце зората ја светка,
тишината се шепа со ветерот тихо шета.
Тука лисјата зборуваат со ветровите лесни,
и тихо ги пејат легендите на стари времиња.

Патеки криви, како животот на луѓето,
се рашируваат во сенките на дрвјата стари.
Секој чекор е спомен, секоја сенка е трага,
на оние кои тука минуваа со душа горе.

Мечите на праиште се сонуваат во сончевиот свет,
но нивните сенки се уште се тука.
Тие чекаат, чекаат да се врати времето,
да се врати она што го заборави минатото.

Во оваа долина, каде тишината е говор,
и срцето се слуша себеси.
Тука се родуваат новите мечти,
и стариот ветер ги носи до нови брегови.

Песната на долината, мечтата на вековите,
е песна за оние што тука ќе стигнат.
Тука се родуваат новите денови,
и стариот ветер ги носи кон нови висини.",339,425,764,3342
Тодор Чаловски,ТКАЕЊЕ,,Песна за Ќелибели,"Песна за Ќелибели

Во тишината на Ќелибели, каде што ветрот тихо шета,
Се чујува легендата на гордоста и силата.
Се слуша звукот на челото што се држи високо,
Во горите вековни, каде што дрвјата растат високо.

Тука каде што сончевиот зрак лебди на врвот,
И каде што ѕвездите се огледуват во ноќта.
Тука каде што тишината зборува на јазик на ветрови,
И каде што душа го чувствува својот дом.

Ќелибели, ти си сонот на горите,
Ти си тишината што ги опфаќа сите.
Ти си сонот на оние што бараат мир,
Ти си легендата што никогаш не ќе исчезне.

Во тишината на Ќелибели, каде што ветрот тихо шета,
Се чујува легендата на гордоста и силата.",339,356,695,2673
Тодор Чаловски,БЕГСТВО,,Песна за Ќукесто и нејзината вековна чаша,"Песна за Ќукесто и нејзината вековна чаша

Во Ќукесто, каде што ветровите тихо шетаат,
и каде што вековите се спојуваат во една чаша,
тука се родуваат легендите, тука се раѓаат спомени,
и тука се пејат песните на вековите.

Ќукесто, со своите темни ноќи и светли зори,
ти си чаша на спомените, чаша на љубовта и на болка,
чаша од која не се пие секој ден,
туку се полни со исполнети ветрови и ветрови.

Тука, каде што земјата е полна со траги на минатото,
и каде што секој камен говори со својот јазик,
тука се чуват тајните на вековите,
и тука се родуваат ѕвездите на ноќта.

Ќукесто, ти си чаша на вековите,
чаша на љубовта, чаша на болка,
чаша од која се родуваат ѕвездите,
и чаша која никогаш не се празни.

Тука, каде што ветровите тихо шетаат,
и каде што вековите се спојуваат во една чаша,
тука се родуваат легендите, тука се раѓаат спомени,
и тука се пејат песните на вековите.",339,457,796,3227
Тодор Чаловски,ИГРАЊЕ СОН,,Песна за Долината на Мечите,"Песна за Долината на Мечите

Во долина каде сонце злато свие,
мечите сонуваат во тишината веќе.
Зелени листови, ветер тихо шепоти,
песната на овие места вечно го пее.

Тука земјата говори со длабоки тонови,
каде што тишината е единствено правило.
Мечите лежат тивко, под сенката на дрвото,
нивните дрскоти се спомен на стариот ритмо.

Во овие граници, спомените се живи,
и сите мигли се дел од легенди стари.
Врз овие земјишта, крвопијците нема да владеат,
туку мирот и спокојството ќе ги освојат.

Песната на долина, вечно ќе продолжува,
со звукови на тишината и ветерот што го носи.
Тука се родени сонувањата на сите,
и сите ќе останат заборавените во овие места.",339,350,689,2735
Тодор Чаловски,ОДДАЛЕКУ,,Песна за Долината на Мечите,"Песна за Долината на Мечите

Во долина каде што ветровите пејат стари песни,
Тука животот тихо тече, низ лисјата златни.
Се чудиме како тие мечите се родија,
Од прашината на ѕвездите, тихо ни се родија.

Врз ридовите стари, каде што ветрот шепоти,
Се кријат легендите, тихо, во сенките на ноќта.
Тука тие чекаат, мечите на народот,
Светлината на нивните души, вечно ќе трае.

Од далечина се чуват, звукови на стари тапани,
Врз земјата тиха, тие летаат, лебдејќи.
Тука во долина, каде што тие се родија,
Се чудиме како тие мечите ни ги укажуваат.

Во тишината на вековите, тие ни ги раскажуваат,
Секретите на далечниот минат,
Тука во Долината на Мечите, тие ни укажуваат,
Патот кон светлината, вечно ни го укажуваат.",339,397,736,2926
Тодор Чаловски,ПРЕЛАГА СО ЖИВОТОТ,,Песна за Долината на Мечите,"Песна за Долината на Мечите

Во долина каде што ветровите тихо шетаат,
мечите на прашината сонуваат за битки ненадесни.
Зелени листови, тихо шепат приказни,
за јунаци кои ги исполнуваат нивните сништа.

Секој камен е споменик на заборавените битки,
а секој ветер носи ветувања на нов почеток.
Долина на мечите, тихо чекаш своите бранители,
кои ќе ги оживеле твоите легенди со своите дела.

Од далечина се слуша звукот на дрвењето на мечовите,
и срцето на долина брзо почнува да пукнува.
Ти си сон на секој јунак, долина на смелост,
каде што духовите на стариот борба секогаш чекаат.

Секој чекор е чекор кон новата битка,
секоја сенка е сенка на стариот јунак.
Долина на мечите, ти си утврдување на смелост,
каде што сонот и реалноста секако се среќаваат.",339,393,732,2776
Тодор Чаловски,ШАХОВСКО УТРО,,Песна за Долината на Мечите,"Песна за Долината на Мечите

Во долината каде сонце зората ја светка,
тишината се шепа со ветерот што ја шета.
Тука земјата говори со јазик на прашината,
а ѕвездите тихо ги пеат песните на ноќта.

Патеки на спомените, низ нив се шетаме,
каде што ветровите носат ветувања на ветера.
Тука се родени мечовите на легенди,
и срцата се борат со љубов и со страдања.

Во овие граници, тишината зборува,
и сите души се спојуваат со сонце и ѕвезди.
Тука се родени сонце и месечина,
и сите мигли се исполнети со надеж и смена.

Песната на долината, вечно се променува,
но срцето на овие земјиник се држи цврсто.
Тука се родени ѕвездите и тихоста,
и сите души се спојуваат во една вечен песна.",339,354,693,2382
Тодор Чаловски,МОНОЛОГ НА СТАРОСЕДЕЛЕЦОТ,,Песна за Долината на Мечите,"Песна за Долината на Мечите

Во долина каде сонце злато свие,
мечите сонуваат во тишината на ноќта.
Тука ветровите носат ветувања,
и ѕвездите тихо шепат легенди.

Патеки на спомени, стари и вековни,
каде што тихо стои минатото.
Во овие граници, душа се ослободува,
и срцето го пронаоѓа своето домување.

Мечите сонуваат, но сè уште се живи,
нивните дршка ги држат ветровите на живо.
Тука, во долина на тишина и сон,
се чуват тајните на светот, недосежни и вековни.

Во овие граници, мината и иднината се братја,
и секој чекор е спомен.
Тука, каде што сонот и реалноста се спојуваат,
се пее песна на вечноста, несломена и силна.",339,336,675,2647
Тодор Чаловски,ТОНИВОДА,,Песна за Долината на Мечите,"Песна за Долината на Мечите

Во долината каде што сончевиот зрак
се плете со ветровите на тишината,
тука животот тихо говори,
со тонови на стари приказни.

Тука лисјата шепот на ветрот
го пренесуваат до далечните брегови,
а водите на реката тихо пливаат,
како срцето на нашата земја.

Мечите на минатото се губаат
во облаците на спомените,
но нивниот дух никогаш не ќе угасне,
тука се родени легендите.

Во овие рамнини, каде што сонце се родува,
и каде ноќта тихо спие,
тука се родени нашите надежи,
и тука ќе пронајдеме смисла.

Доливата на мечите, тука е нашата куќа,
каде што секој ден носи нова свита,
и каде што срцето никогаш не ќе се затвори,
тука сме ние, синови на овие земји.",339,359,698,2745
Тодор Чаловски,МРАМОРАНИ,,Песна за Долината на Мечите,"Песна за Долината на Мечите

Во долина каде што ветровите пејат стари песни,
Тука животот е тихо, но полно со сенки.
Зелени ливади, мирис на свежина,
И тихо брегови, каде што сончевиот свет го осветлува.

Мечите на предците, исечени во земјата,
Тука лежат, тихо чуварки на тие стари спомени.
Тие зборуваат со нивните глави, исполнети со слава,
И ни укажуваат на патот на храброста и љубовта.

Во овие граници, каде што сончевиот свет го осветлува,
Ликовите на минатото живо се враќаат.
Тие ни укажуваат на височина на душа,
И ни нудат мир и смисла во секој ден.

Тука, во долина каде што ветровите пејат стари песни,
Месноста на животот е полна со искрени чувства.
Тоа е домот на срцето, каде што сите се единствени,
И каде што љубовта никнува во секој ден.

Во долина каде што мечите чуварки се на нивните стари спомени,
Тука животот е тихо, но полно со смисла.
Тоа е местото каде што срцето на македонскиот народ,
Продолжува да биде силно и полно со љубов.",339,495,834,3525
Тодор Чаловски,ЈАДРОРЕЗ,,Песна за Долината на Мечите,"Песна за Долината на Мечите

Во долина каде сонце злато свие,
мечите сонуваат во тишината веќе.
Зелени листови, ветер тихо шепоти,
песната на овие земји, вековите ја носи во своите снови.

Тука земјата говори со длабоки зборови,
каде што тишината е единствено прашање.
Врвовите се гледаат како ѕвезди во ноќта,
а реките течат како нијанси на сонце.

Мечите лежат тивко, под сенката на дрвото,
нивните дршка испреплетени со лисјата.
Тие чекаат, чекаат, чекаат,
да се разбудат од ветерот на новото време.

Во долина каде сонце злато свие,
мечите сонуваат во тишината веќе.
Зелени листови, ветер тихо шепоти,
песната на овие земји, вековите ја носи во своите снови.",339,350,689,2541
Тодор Чаловски,САМ. ПЛАНИНА ОКОЛУ МЕНЕ,,Песна на Македонија,"Песна на Македонија

Од планини високо над облаците,
од реки што пејат низ долини,
од земја родена во тишината,
од срце што пушта љубов и надеж.

Ти си земја на сончевиот брег,
на брегови што зеленуваат,
на полја што цветаат со надеж,
на вековни трагови на минатото.

Ти си сон на секој што тука е роден,
надежда на оние што тука се враќаат,
ти си ветер кој ни носи слобода,
ти си ѕвезда во ноќта на животот.

Од тебе испуштаат гласа тишините,
од тебе зборуваат ѕвездите во ноќта,
од тебе говорат ветровите,
од тебе се родуваат новите денови.

Ти си Македонија, земја на љубов,
на љубовта што ни ја подаруваш,
на љубовта што ни ја враќаш секој ден,
на љубовта што ни ја носиш во срце.

Ти си сон, ти си надеж, ти си дом,
ти си срце што пушта љубов,
ти си она што ни го дава сила,
ти си она што ни го дава смисла.

Македонија, ти си наша ѕвезда,
ти си нашата вечен сон,
ти си наша надеж, наша љубов,
ти си наша земја, наша срце.",339,484,823,3187
Тодор Чаловски,СТРЕИ,,Песна за Долината на Мечите,"Песна за Долината на Мечите

Во долината каде што сончевиот зрак
се плете со ветровите лебедеви,
тука животот тихо го шепоти
мистите на старите легенди.

Тука каде што тихо текува реката,
а лисјата пејат стари песни,
тука се кријат мечите на срцата,
кои сонуваат за слобода и верни.

Во овие рамнини, каде што сончевиот свет
се осветлува со блесок на надеж,
тука се родени драгите наши ветувања,
и тука се исполнуваат нашите мечти.

Во долината на мечите, каде што животот
е танец на сенки и светлини,
тука се родени ѕвездите на нашите души,
и тука се раѓаат нови денови.

Тука каде што ветерот тихо шепоти
и земјата го храни со своите дарови,
тука се родени нашиот смелост и љубов,
и тука се исполнува нашата судбина.

Во долината на мечите, каде што срцето
пее песни на несакана тишина,
тука животот ни дава најголемиот дар,
и тука се родени нашиот сон и надеж.",339,445,784,3239
Тодор Чаловски,ЗАГЛЕДАН НИЗ ПРОЗОРЕЦОТ,,Песна за Долината на Мечите,"Песна за Долината на Мечите

Во долина каде што ветровите тихо шетаат,
мечите на предците сонуваат во сонови стари.
Зелени листови, тихо шепоти во ветерот,
приказни на прашината, тихо се враќаат.

Секој камен, секоја грана, тихо зборува,
за битки давно минати, за славни души.
Ова е домот на духовите на храбрите,
каде што тишината е полна со слава.

Месечината светлина врз водата се слика,
како да им дава светлина на нивните души.
Долина на мечите, тихо сонува,
каде што минатите се враќаат во секоја вечер.

И ние, современите синови и ќерки,
шетаме низ овие улици на спомен,
и ги чувствуваме душите на нашите предци,
во секоја долина, во секој ветер.

Песна за Долината на Мечите, тихо се шепоти,
каде што минатото никогаш не заборава.",339,377,716,2726
Тодор Чаловски,ДВОРЕЊЕ НА ЗБОРОТ,,Песна за Долината на Мечите,"Песна за Долината на Мечите

Во долината каде што сончевиот зрак
се плете со ветровите на тишината,
тука животот тихо го пее својот став,
и срцето на земјата тихо го гуди својот танц.

Тука каде што лисјата зборуваат
со ветерот, а водите се смееат,
тука се родени мечите на душа,
кои сонуваат за слобода и просперитет.

Во овие граници, каде што ѕвездите
се блиски како браќа и сестри,
тука се родени сонови од злато,
и срцата пуштаат мелодии на надеж.

Од ридови до морето, тука се твори
поезијата на животот, силна и чиста,
тука се пее песната на вечноста,
каде што секој ден е нов почеток.

Во долината на мечите, каде што срцето
е отворен рај, полн со љубов,
тука се родени митовите на животот,
и секој ден е ново рајско утро.",339,383,722,2888
Тодор Чаловски,ЛЕТ ВО МЕСТО,,Песна за Долината на Мечите,"Песна за Долината на Мечите

Во долината каде што сончевиот зрак
се плете со ветровите на тишината,
тука животот тихо го пее својот став,
и срцето на земјата тихо удира.

Мечите на овие земји сонуваат во сенки,
и тие ги чуваат легендите на минатото,
каде што ветровите носат стари зборови,
и секој чекор е исполнет со спомени.

Од камените ѕидини до зелените ливади,
добрата и лошата страна на животот се спојува,
и душата на овој крај го пее својот став,
каде што секој ден носи нов сон.

Тука, каде што реките тихо течат,
и ѕвездите сонуваат на темниот вечер,
добрата борба против темнината се раѓа,
и светлината на надежта никнува.

Песната на долината на мечите продолжува,
и секој ден носи нови рими и верзи,
каде што љубовта и смртта се спојуваат,
и срцето на земјата тихо удира.",339,401,740,2968
