author,song_title,styles_to_apply,name_of_new_song,new_song,input_tokens,output_tokens,total_tokens,ms
Пијан Славеј,ПОТРЕБНО Е ЧУДО ДА ВОСКРЕСНЕ ЧОВЕК,"Фигуративен јазик
Фрагмент од реченица
Долга реченица (run-on)
Активен глас
Негативна емоција
Тага
Негативен тон
Зборови кои изразуваат потреби
Зборови кои изразуваат недостаток
Зборови поврзани со смрт
Зборови фокусирани на минатото
Зборови фокусирани на сегашноста
Зборови поврзани со време
Повторени зборови
Интерпункциски симболи",Одјек на изгубеното,"Одјек на изгубеното

Тишина, разголена и студена,
Удира во душата, како глас без име.
Фрагменти на спомени, тама без мена,
Остатоци на времето, што дамнина ги скри.

Скршени боја и сон, немост во стих,
Изгубено е она што некогаш ни беше блиско.
Зборови, што чекаат да вклучат живот,
Гинат во празнината, во суровост што нè обвива.

Чувство за потреба, недостаток што пече,
Минато што не се враќа, сегашност што болно трае.
Времето безмилосно одминува, животот се 'рши,
Оставајќи само одјек на изгубеното, во срцето што крвари.",366,267,633,4680
Пијан Славеј,"ДОБРО УТРО, КАЛИПСО","Фигуративен јазик
Фрагмент од реченица
Долга реченица (run-on)
Активен глас
Неутрален тон
Зборови поврзани со визуелна перцепција
Зборови фокусирани на минатото
Зборови фокусирани на сегашноста
Зборови поврзани со време
Интерпункциски симболи",Расцепнат одраз,"Расцепнат одраз

Во отсекот на позната таленција,
копнежот за мигновено трепетливо постоење.
Дух во рамка од зеркала,
што тонат во пулсирачка сегашност.

Долги линии раскинуваат,
смисла од искра на секој чекор -
фрагменти на моменти што молчат,
допирајќи ги на остри агли на време.

Севкупноста на мигот што се распрснува,
како дожд од раскршено стакло,
а низ него се провлекува прошлоста,
во слободен тек низ сегашниот миг.",317,223,540,5781
Пијан Славеј,"ТИ ВЕРУВАМ, ТИ ВЕРУВАМ","Фигуративен јазик
Фрагмент од реченица
Долга реченица (run-on)
Активен глас
Женски заменки
Просоцијално однесување
Бидување љубезен
Морализирање
Зборови за комуникација
Позитивна емоција
Позитивен тон
Зборови поврзани со визуелна перцепција
Зборови поврзани со привлечност
Зборови кои изразуваат потреби
Зборови кои изразуваат желби
Сексуална содржина
Зборови поврзани со религија
Зборови фокусирани на минатото
Зборови фокусирани на сегашноста
Зборови поврзани со време
Повторени зборови
Зборови кои означуваат жени
Интерпункциски симболи",Лирска блискост,"Лирска блискост

Дамска милост, топла нежност,
Во миг, нè прави целни.
Големите зборови, во речница,
Се танцуваат во времето.

Поглед сјајно-присутен,
Ја облекува стварноста.
Душевна комуникација,
Пиплаат длабочини на срцето.

Заветни желби, што сонуваат,
Поврзуваат ги небо и земја.
Прелести и чари на телото,
Го изнесуваат светот во хармонија.

Зборот, во миг, се сочувствува,
Драгоцен, како Божја искра.
И нè враќа во вечноста,
Каде љубовта сака да царува.",466,256,722,5373
Пијан Славеј,ТРЧАЊЕ ВО ПРЕСРЕТ,"Фигуративен јазик
Фрагмент од реченица
Долга реченица (run-on)
Активен глас
Говор за постигнување
Негативна емоција
Тага
Негативен тон
Зборови кои изразуваат желби
Зборови поврзани со смрт
Зборови фокусирани на минатото
Зборови фокусирани на сегашноста
Зборови поврзани со време
Повторени зборови
Интерпункциски симболи",Тага што ја уништува утрешнината,"Тага што ја уништува утрешнината

Тропањето на минатото лази низ вените,
гушејќи ја секоја надеж за нов почеток.
Зборови што трајат, изнесувајќи горчина,
подграбуваат сеќавања што и самите умираат.

Времето што поминува, што никогаш не се враќа,
крие во себе тжени копнежи за навраќање.
Самотијата што го грее ова тело,
разблажува душа што сѐ помалку препознава.

Наспроти желбите што се распаѓаат,
смртта зјае и шепоти нејзините обиди за завладување.
Целосноста на сегашноста се меша со бесконечноста на минатото,
оставајќи ги бесполезните очекувања да умираат.

Останувам во овој вечен лимит,
сепак не можејќи да ја видам иднината.
Филигранските строфи на тагата не нестануваат,
остануваат како предупредување за она што можеше да биде.",358,357,715,5232
Пијан Славеј,СРЦАТА НИКАКО ДА ФАТАТ ЧЕКОР,"Фигуративен јазик
Фрагмент од реченица
Активен глас
Женски заменки
Просоцијално однесување
Бидување љубезен
Зборови за комуникација
Позитивна емоција
Позитивен тон
Зборови поврзани со аудитивна перцепција
Зборови поврзани со визуелна перцепција
Зборови поврзани со перцепција на движење
Зборови поврзани со внимание
Зборови поврзани со привлечност
Зборови фокусирани на минатото
Зборови фокусирани на сегашноста
Зборови поврзани со време
Повторени зборови
Зборови кои означуваат жени
Интерпункциски симболи",Нежни треперења,"Нежни треперења

Твојот глас ме голта, милувајќи ме нежно,
шепоти ми зборови што ме исполнуваат со радост.
Твоите очи ме гледаат со топлина, милостиво,
внимателно следејќи ги моите движења.

Допирот на твоите раце ме успокојува,
будејќи чувства што ме омотуваат како котва.
Твојата грижа за мене е сончев блесок,
што ја разбудува убавината во моето срце.

Во овие тишини ние се слеваме,
во еден ритам што го движи времето.
Твојата нежност ме враќа во минатото,
додека сегашноста ни подарува моменти благослов.

Дозволи ми да останам во твојот обгрлен свет,
каде што твоите зборови како мелодија ме галат.
Да се преплетам во твојата топлина, да се слеам,
да се здожам во твоите треперења нежни.",444,343,787,10295
Пијан Славеј,ПРАШАЈ МЕ СТОПАТИ СТОПАТИ ЌЕ ПОВТОРАМ,"Фигуративен јазик
Фрагмент од реченица
Долга реченица (run-on)
Активен глас
Зборови за комуникација
Бидување несигурен/колеблив
Неутрален тон
Зборови поврзани со смрт
Зборови фокусирани на минатото
Зборови фокусирани на иднината
Зборови поврзани со време
Интерпункциски симболи",Неповратно минато,"Неповратно минато

Тагата што трепка во сенките,
угаснати искри од опустошено време.
Тишина што ечи во празнината,
застинати слики од изгубени спомени.

Немоќно треперам пред неизвесноста,
окован во вечноста на вчера.
Меѓу животот и небитието,
скриен во маглата на утрешнината.

Дали ќе стигнам до крајот на патот,
или ќе останам заробен во минатото?
Часовникот на животот одбројува безмилосно,
а јас чекам да ме ослободи од временската стега.",335,224,559,4451
Пијан Славеј,АЈАХУАСКА,"Фигуративен јазик
Фрагмент од реченица
Долга реченица (run-on)
Активен глас
Женски заменки
Зборови за комуникација
Неутрален тон
Зборови поврзани со аудитивна перцепција
Зборови поврзани со храна или јадење
Сленг зборови
Зборови фокусирани на минатото
Зборови фокусирани на сегашноста
Зборови поврзани со време
Интерпункциски симболи",Откинати фрагменти,"Откинати фрагменти

Разговорот фраглузди,
Шумови шумат во ушите.
""Вкусно"", титра вербалниот хлеб,
Заситен од мамините приказни.

Слушаш како 'лта листата шушти,
Ги фаќа времето за маските.
Зборовите 'спијат од порано,
А комуникацијата зјапа празно.

Нејзините тажни женски зборови
Се губат меѓу еутоните 'аскања.
Минатото дише во душата,
Но сегашноста стрелка сега.",363,214,577,3336
Пијан Славеј,НЕЖНОСТ,"Фигуративен јазик
Фрагмент од реченица
Активен глас
Позитивна емоција
Позитивен тон
Зборови поврзани со смрт
Зборови фокусирани на минатото
Интерпункциски симболи",Сенки на минувањето,"Сенки на минувањето

Низ мракот се плискаат солзи,
трепери спомен на она што беше.
Минатото не се прашува, само свети
и како татик ме дочекува.

Пред мене се крстови и камења,
тивко зборуваат за животот што замина.
Но, во срцето светка оган,
што ме води кон идните денови.

Убави се сенките на минувањето,
нив ги следам, совршен танц на судбината.
Во нив гледам живот што не бегна,
туку се навраќа да ме прегрне.",279,210,489,4917
Пијан Славеј,АКО БАРАШ ЉУБОВ НЕМА ШТО ДА ЧЕКАШ,"Фигуративен јазик
Фрагмент од реченица
Долга реченица (run-on)
Активен глас
Морализирање
Зборови за комуникација
Неутрален тон
Зборови поврзани со визуелна перцепција
Зборови фокусирани на сегашноста
Зборови поврзани со време
Повторени зборови
Интерпункциски симболи",Моментален одблясък,"Моментален одблясък

Пулсирачки чувства - промена на времето,
Разговор за ден, што нè дели од тука.
Постојана визија, што се распрска како океан,
Сепак, во овој миг - живот што се фокусира.

Миг на златен прелив, сјаен како ореол,
Моментална светлина, што грее во сегашноста.
Дури и зборови, што одекнуваат како звуци,
Тонат во тишина, брзајќи кон иднината.

Секој удар на пулсот - чекор во вечноста,
Секоја слика - фрагмент од бескрајна приказна.
Во маратонот на времето, застани за миг,
Во овој краток одблясък - вечност во сегашноста.",329,273,602,6128
Пијан Славеј,ШАМАРЧЕ,"Фигуративен јазик
Фрагмент од реченица
Долга реченица (run-on)
Активен глас
Машки заменки
Женски заменки
Просоцијално однесување
Бидување љубезен
Зборови за комуникација
Позитивна емоција
Позитивен тон
Зборови поврзани со привлечност
Зборови кои изразуваат потреби
Зборови кои изразуваат желби
Зборови поврзани со храна или јадење
Сексуална содржина
Зборови фокусирани на сегашноста
Повторени зборови
Интерпункциски симболи",Целувка за твојата душа,"Целувка за твојата душа

Нежните зборови шепотат, 
Допираат твојата нега.
Твојот поглед ме привлекува,
Изворот на мојата жед.

Зајадливи желби ме гризат,
Жедни за твојата милост.
Допри ме, сакани мој,
Нека твоите усни ме поздрават.

Заедно, во сегашноста,
Ќе делиме вкус на радост.
Твојот глас како музика,
Храни ја мојата душа.

Да се загубиме во созвучје,
Во прегратките на убавината.
Ти си мојата неодоливост,
Сè што ми треба за да се чувствувам живо.",411,256,667,5459
Пијан Славеј,ПИЈАН СЛАВЕЈ,"Фигуративен јазик
Фрагмент од реченица
Долга реченица (run-on)
Активен глас
Лутинa
Тага
Негативен тон
Зборови поврзани со визуелна перцепција
Зборови поврзани со смрт
Зборови фокусирани на минатото
Зборови поврзани со време",Потопена во сенките на времето,"Потопена во сенките на времето

Низ мрачните лавиринти на таштината,
Крадејќи светлина од безнадежни погледи,
Во туга се удира со отровни страни.
Распнат во забранетите зони на минатото,
Со немоќен вик се борам со трошни сеќавања -
Потопен во мориња од заборав.

Нишаните на време стоплуваат во тишината,
Ветрови на очај ги слават распадот,
Додека душата се гаси во студени пламени.
Празнина ја гута секоја трага од живот,
Оставајќи ме отворен за темни сенки -
Заробен во тага што нема крај.",312,248,560,6538
Пијан Славеј,***,"Фигуративен јазик
Фрагмент од реченица
Долга реченица (run-on)
Активен глас
Машки заменки
Прикажување меѓучовечки конфликт
Зборови за комуникација
Негативна емоција
Лутинa
Пцовки
Негативен тон
Зборови поврзани со визуелна перцепција
Зборови поврзани со привлечност
Зборови кои изразуваат потреби
Сексуална содржина
Сленг зборови
Зборови фокусирани на минатото
Зборови фокусирани на сегашноста
Зборови поврзани со време
Интерпункциски симболи",Огледало на гнев,"Огледало на гнев

Во сенките на мачот, мигови сурови,
бесни дамари на минатото што ќе плови.
Крвави искри, наслаги на горчина,
души ни се разголени, празни - без вистина.

""Предавнику!"" - викот пробива, разорува,
гнев што изгорува, на жешки зборови се грува.
Во очите ни создал се дим на солзи,
рафал од проклетства, што длабоко возбудува.

Тешки реченици, рудници на омраза,
јазик што нè каза, во болка нè стаза.
Но, во сенките можеме да ја видиме слабоста,
во потокот на емоции што нè губи во бурата.

Слика на огледало, што во душата го носи -
гнев, неисцрпен и во очите се вози.
Премногу е темно, преполно со болка,
а ние сме слеани со сопствената темнина што срами.",426,332,758,5285
Пијан Славеј,КАБАЕТ,"Фигуративен јазик
Фрагмент од реченица
Долга реченица (run-on)
Активен глас
Негативна емоција
Тага
Негативен тон
Зборови поврзани со аудитивна перцепција
Зборови поврзани со визуелна перцепција
Зборови поврзани со смрт
Зборови фокусирани на минатото
Зборови фокусирани на сегашноста
Зборови поврзани со време
Интерпункциски симболи",Сеќавање во сенка,"Сеќавање во сенка

Во суморна тишина, тагата се вие,
Отекнува одек на време минато.
Ветрот завива, а срцето плаче,
Во мигови што само спомени пишат.

Сенките се слеваат, покривајќи светлина,
Денот умира, а ноќта запира дах.
Сликите се трошат, со секоја капка солза,
Оставајќи празнина, што ги глоѓе остатоци.

Тишината завладува, давејќи глас,
Што крие вистини, погребани во вечност.
Сеќавањето звучи, како меланхоличен напев,
Во редови од зборови, изгубени во времето.

Темницата прогута, сè што некогаш беше мое,
Оставајќи ме сама, во мрачна самотија.
Тага ме опкружува, како сенка што дише,
Бришејќи секоја искра, што сјаеше во душата.",363,336,699,5035
Пијан Славеј,ЛАГАДИН,"Фигуративен јазик
Активен глас
Просоцијално однесување
Бидување љубезен
Зборови за комуникација
Позитивна емоција
Позитивен тон
Зборови поврзани со аудитивна перцепција
Зборови поврзани со визуелна перцепција
Зборови поврзани со просторна перцепција
Зборови поврзани со дом
Зборови фокусирани на минатото
Зборови поврзани со време
Интерпункциски симболи",Искра на љубов,"Искра на љубов

Во срцето, пламен се раѓа,
Искрата на љубовта гори.
Со нежен збор, душата се изразува,
Мириси на дом, ја обвиваат.

Во минатото, спомени светлат,
Песна за тебе, звучи.
Пејам за твојот лик,
Што во мојот ум трајно живее.

Со твојот глас, ме поздравуваш,
Твоите очи, мене ме гледаат.
Во овој простор, ти си присутен,
Во мојот живот, со тебе сум.

Денес, чувството се засилува,
Љубовта, ја слушам во срцето.
Зборувам со тебе, во тишина,
Твојот одговор, радост ми донесува.",368,279,647,4950
Пијан Славеј,АЈ ШТО МИ СЕ СВИРАТ,"Фигуративен јазик
Фрагмент од реченица
Долга реченица (run-on)
Активен глас
Женски заменки
Зборови за комуникација
Негативна емоција
Лутинa
Пцовки
Негативен тон
Зборови поврзани со аудитивна перцепција
Зборови поврзани со визуелна перцепција
Зборови поврзани со перцепција на движење
Зборови поврзани со привлечност
Сексуална содржина
Сленг зборови
Зборови фокусирани на минатото
Зборови фокусирани на сегашноста
Зборови поврзани со време
Интерпункциски симболи",Гневна Линија,"Гневна Линија

Оди! Оддалечи се од мене, бидејќи твојот глас ми одѕвонува во ушите,
Твоите бескрајни зборови ме запишуваат во крвта.
Очите ми ја гледаат твојата вознемиреност, а моето срце чука забрзано,
Твоето невербално јазиче ме комуницира со својата агресија.

Пркосеа, пркосев, пркосевме,
Меѓу нас се шират отровни гранки на непријателство.
Отепаме ги невидливите линии на времето,
Што ни го украдоа блескот на нашето минато.

Дај ми простор да дишам, простор да живеам,
Безброј врисоци ме заглушуваат во ова приведување.
Ти се закануваш со твои замаени зборови, побунувајќи се,
Енергијата е неизмерна, а моето срце е на работ да пукне.

Ова е мојата лутина, мојот гнев,
Мојата инвазија на твои искрчени капри.
Излези, оди од мојот живот, оти не дишам со твоите ноздри,
Ни не гледам со твојата опсесивна визија.",430,422,852,7053
Пијан Славеј,ВИДЕЛИНА,"Фигуративен јазик
Активен глас
Неутрален тон
Зборови поврзани со визуелна перцепција
Зборови поврзани со смрт
Зборови фокусирани на сегашноста
Интерпункциски симболи",Сенки на дожд,"Сенки на дожд

Капки што падаат, тишина во срцето,
Сликата гасне, прстите ја бришат.
Сегашност што исчезнува, небото што плаче,
Точки на боја, гризат низ времето.

Скрушеност што тивко го крие своето лице,
Погледот застинат, ризницата на спомени.
Сеништа што се движат во тишината,
Лелеици што играат, пеколен танц.

Болка што го притиска, чекор по чекор,
Безмилосна реалност, што го пие животот.
Дождот што паѓа, сонот што се раствора,
Момент што исчезнува, во тишина света.",278,248,526,3571
Пијан Славеј,МИРО,"Фигуративен јазик
Фрагмент од реченица
Активен глас
Машки заменки
Женски заменки
Зборови за комуникација
Негативна емоција
Тага
Негативен тон
Зборови поврзани со визуелна перцепција
Зборови кои изразуваат потреби
Зборови кои изразуваат недостаток
Зборови фокусирани на минатото
Зборови фокусирани на сегашноста
Зборови поврзани со време
Повторени зборови
Интерпункциски симболи",Остатоци од минато,"Остатоци од минато

Изгубен во магла на сеќавања,
Трагам по остатоци од битието,
Глас што шепоти рефрен на депресија,
Изедначува ме со тага што ме прогонува.

Тој, тој, секогаш тој во центарот,
Што сурово го гази моето Аз,
Заклучува ме во празнина од одсуство,
Остава ме сам во самота на темнината.

Зурам во сенките на тебе и мене,
Тонам во бездната на минатото,
Жедувајќи за искра на сегашноста,
Но, само мемли останки ме опкружуваат.

Бледи слики, далечни видувања,
Еден прислушен шепот, едно заборавено чувство,
Сé што се родило и умрело во мојот живот,
Сега се преточува во солзи на тага.",386,310,696,5197
Пијан Славеј,НЕ СМЕ ЗА ВЕРУВАЊЕ,"Фигуративен јазик
Фрагмент од реченица
Долга реченица (run-on)
Активен глас
Антисоцијално однесување
Прикажување меѓучовечки конфликт
Зборови за комуникација
Бидување несигурен/колеблив
Негативна емоција
Тага
Негативен тон
Зборови поврзани со смрт
Зборови фокусирани на минатото
Зборови поврзани со време
Повторени зборови
Интерпункциски симболи
Оксфордска запирка",Поглед на вечноста,"Поглед на вечноста

Во длабоката тишина, душата трепери,
Немирот во мене одекнува, како бескрајни реки.
Изгубен во лавиринтот на минато што вечно трае,
Суштината на животот во овие мрачни сенки се крие.

Тежината на времето ме притиска, душата ми иска,
Зборовите се губат, а мислите древаат во далечина.
Тагата како магла ме обвива, срцето ми се стега,
Во замка на ноќта, немам куде да побегам.

Сам на рабовите на постоењето, тој немирен поглед,
Вкочанет во времето, што не познава крај.
Само немоќна јека што одекнува низ просторите,
Погубена душа, што барајќи мир, не смее да умре.",383,293,676,8476
Пијан Славеј,БЛОСОЕЊЕ,"Фигуративен јазик
Фрагмент од реченица
Долга реченица (run-on)
Активен глас
Антисоцијално однесување
Прикажување меѓучовечки конфликт
Зборови за комуникација
Негативна емоција
Лутинa
Пцовки
Негативен тон
Зборови поврзани со смрт
Сленг зборови
Сленг од социјални мрежи
Зборови фокусирани на сегашноста
Интерпункциски симболи",Разнишан крик,"Разнишан крик

Душата ми крвари,
Израснати трње моја плен!
Загубен во бунар на мисли,
Во ропецот на тишина закопан ден.

Издирнат глас на ледено тело,
Меланхолија во клетка од лет.
Психоза на насилство, песна на крв,
Проклетство што петлите го здогледуваат пред зора.

Уста пуста, како змејова лудило,
Животот е само насилство и зло.
Црно јадро во празно срце,
Распаднато тело што живее за зло.",370,212,582,2824
Пијан Славеј,"СИ ЉУБЕЛА, ЌЕ ЉУБИШ","Фигуративен јазик
Фрагмент од реченица
Долга реченица (run-on)
Активен глас
Зборови за комуникација
Неутрален тон
Зборови поврзани со визуелна перцепција
Сексуална содржина
Зборови фокусирани на минатото
Зборови фокусирани на сегашноста
Зборови поврзани со време
Повторени зборови
Интерпункциски симболи",Облик на Сезоната,"Облик на Сезоната

Сликата трепери во мојот поглед,
замаглен запис на минувањето.
Зборовите трчаат, ја допираат секоја секунда,
оставаат трага во сегашноста.

Порив на чувство долго скривано,
сега излегува на површина.
Прошетка низ сеќавања, исчезнати во времето,
пронаоѓа нови форми, нови бои.

Дали ова е само привремена состојба?
Ритамот на животот што непрекинато се менува,
или трајна промена, неизбежен облик на сезоната?
Откривање на новото, во ткаенината на постоењето.",347,243,590,3853
Пијан Славеј,ПРСТОМЕТ,"Фигуративен јазик
Фрагмент од реченица
Активен глас
Машки заменки
Антисоцијално однесување
Прикажување меѓучовечки конфликт
Зборови за комуникација
Индикатори за моќ
Бидување несигурен/колеблив
Негативна емоција
Лутинa
Пцовки
Негативен тон
Зборови поврзани со визуелна перцепција
Зборови поврзани со смрт
Сленг зборови
Зборови фокусирани на минатото
Зборови фокусирани на сегашноста
Зборови поврзани со време
Зборови кои означуваат мажи
Интерпункциски симболи",Крвава Војна,"Крвава Војна

Крвави дланки, тажен збор,
Маж во бес, погледот црн.
Комуникација во судир,
Моќ што пламти, рани што гори.

Несигурност, грижи без крај,
Лутина што ме душа гризе.
Пцовки крвави, звук што убива,
Темни сенки што ме гушат.

Видот магла, минатото тага,
Сегашноста пепел што гори.
Маки што траат, време што зајдува,
Машки јак глас, ко ехо што плаши.

Пронајди ми спас, спаси ме од ова,
Пред да ме зграпчат смртта и болката.",438,247,685,6872
Пијан Славеј,АРАПСКИ НОЌИ,"Фигуративен јазик
Активен глас
Просоцијално однесување
Бидување љубезен
Зборови за комуникација
Позитивна емоција
Позитивен тон
Зборови кои изразуваат желби
Зборови фокусирани на минатото
Зборови поврзани со време
Интерпункциски симболи",Срцева исповед,"Срцева исповед

Во ритамот на времето што поминува,
срцево ми чека да го помилуваш.
Зборови нежни нека блескаат,
желбите ми во срцето да затрепкаат.

Со љубезен допир да ме обземеш,
нека ме грее топлината што ми ја даваш.
Заедно да бидеме, рака в рака,
да ни исполни душите радост секогаш така.

Минатото што ни го подаруваш,
во сеќавање драго го чувам, го бранам.
Твоите нежни зборови ме поведуваат,
во свет каде што само ти и јас останавме.

Прегратките твои, што ме утешуваат,
во нив сакам да останам засекогаш.
Да ги слушам твоите речи, што ме разбудуваат,
да чувствувам како ми ја полниш душата секогаш.",313,318,631,5927
Пијан Славеј,ОБЛАЧЕ,"Фигуративен јазик
Фрагмент од реченица
Долга реченица (run-on)
Активен глас
Женски заменки
Зборови за комуникација
Негативна емоција
Негативен тон
Зборови поврзани со визуелна перцепција
Зборови фокусирани на минатото
Зборови поврзани со време
Повторени зборови
Зборови кои означуваат жени
Интерпункциски симболи
Броеви",Одекот на сенките,"Одекот на сенките

Оди во ноќта, гралка моја,
сепак те следи одекот на сенките.
Отидена, а сепак присутна,
во тишината на исчезнувањето твое.

Искрена исповед, речиси заборавена,
низ времето се провлекува.
Говорот ти заленет, во мигови безброј,
а очите твои, печат од давно минато.

Одекот ти кружи, ех жена моја,
испреплетен со капки солзи горчливи.
Зар до вечност ќе одекнува спомен твој?
Колку уште внатре да те чувам, да те молчам?",356,235,591,3659
Пијан Славеј,КЛИНЧ,"Фигуративен јазик
Фрагмент од реченица
Долга реченица (run-on)
Активен глас
Машки заменки
Женски заменки
Просоцијално однесување
Бидување љубезен
Зборови за комуникација
Позитивна емоција
Позитивен тон
Зборови поврзани со привлечност
Зборови кои изразуваат желби
Зборови кои изразуваат стекнување
Сексуална содржина
Сленг зборови
Сленг од социјални мрежи
Зборови фокусирани на сегашноста
Повторени зборови
Интерпункциски симболи",Љубовта ме во блиска,"Љубовта ме во блиска

Срцето жарко ме пребира,
што тие сини очи да сретнам;
Сакам да ме допира,
да се грееме во страст необузданa.

Пожелбите ме водат кон неа,
ја љубам со секој дам;
Ја посакувам да ја имам,
да ја чувствувам со секој дел од мојот ум.

Во нејзината близина,
во нејзината милина,
ќе останам завинаги вруќ,
како пресврт на одморниот сјај.

Пријатна, пријатна,
нејзиниот глас ми доаѓа благ;
Нека ме подигне во еден гоем полет,
да станам кај неа непокорен и лаг.",418,269,687,3890
Пијан Славеј,ОЧИ В ОЧИ,"Фигуративен јазик
Фрагмент од реченица
Неутрален тон
Зборови поврзани со визуелна перцепција
Повторени зборови
Интерпункциски симболи",Одгон на боите,"Одгон на боите

Спојови на хроми,
мигови во одгон,
раскрив на небо:
Дрхтење на зрак.

Синтакса на звуци
го слика светот,
тајни на тишина,
пречка на реч.

Погледи во даљ,
успомени крај,
доживеано во пауза
на копнежот сјај.",262,144,406,3065
Пијан Славеј,ДВЕ ПТИЦИ,"Фигуративен јазик
Фрагмент од реченица
Активен глас
Машки заменки
Женски заменки
Прикажување меѓучовечки конфликт
Зборови за комуникација
Негативна емоција
Тага
Негативен тон
Зборови поврзани со смрт
Зборови фокусирани на минатото
Зборови поврзани со време
Повторени зборови
Зборови кои означуваат мажи
Зборови кои означуваат жени
Интерпункциски симболи",Ехото на спомени,"Ехото на спомени

Некаде во длабините на душата,
откликнуваат немирни зборови.
Откинати од минатото,
теснети, болни и тажни,
возбудени слики на изминати денови.

Колку тишина има меѓу нив,
колку вековен прав и заборав.
Тишината како сечило сече,
одзвонуваат тивки плачењи.
Така ми шепоти ехото на спомени.

Ги тргам пред себе, ги гледам,
преку нив допирам длабоките рани.
Непојасни сенки на случувања,
скрипави фрагменти на разговори,
тажни тонови кои одекнуваат во вечноста.

О, како сѐ ми враќа во минатото,
во стари дни што повеќе не постојат!
Нејасни слики, морачка на чувства,
што сè повеќе се губат,
но сè уште болно одекнуваат.",377,332,709,10575
Пијан Славеј,"Mr SANDMAN, BRING ME A DREAM","Фигуративен јазик
Фрагмент од реченица
Долга реченица (run-on)
Активен глас
Зборови за комуникација
Бидување несигурен/колеблив
Негативна емоција
Тага
Негативен тон
Зборови поврзани со аудитивна перцепција
Зборови поврзани со визуелна перцепција
Зборови поврзани со просторна перцепција
Зборови поврзани со смрт
Зборови фокусирани на минатото
Зборови поврзани со време
Интерпункциски симболи",Болно ехо,"Болно ехо

Некогаш...нејасен, неухватлив 
тжалење се огласи, отежнато, 
одекнувајќи во празнината.
Слики кои се рушат, тонат во магла - 
дамни минати давни световни денови.

Низ темните карпи ветрот шепоти,
разнесувајќи откршени зборови, 
обвиени во сенки, неизреченост.
Тишината, прекината од единечен плач,
одѕвонува, полека исчезнувајќи.

Низ непронајдливите простори - 
втора смрт на секоја надеж, 
на секое припаѓање, на секој спомен.
Времето замирачува, втасувајќи ја 
крајната точка, самотниот епилог.",390,275,665,6382
Пијан Славеј,ИГРИВО СРЦЕ,"Фигуративен јазик
Фрагмент од реченица
Долга реченица (run-on)
Активен глас
Позитивна емоција
Позитивен тон
Зборови поврзани со визуелна перцепција
Зборови фокусирани на сегашноста
Зборови поврзани со време
Повторени зборови
Интерпункциски симболи",Во овој миг,"Во овој миг

Во овој медурен миг, кога погледот се раздвижува,
Светлина се мешка, танцува, живот разнесува.
Фрагменти на момент, сплотени во предив од времето,
Споени во сегашноста, во боја, во чувство, во мигновение.

Визуелен пејзаж, живописен и јасен,
Пулсира, живее, го проголтува сегашноста.
Повторени слики, речиси бесконечни,
Што исцртуваат мозаик од емоции, севременски.

Во овој миг, кој толку многу значи,
Радоста се лее, допира, и сето ова трае.
Во овој медурен миг, животот трепка, блеска,
Исполнувајќи го времето, славејќи го сегашното.",321,286,607,7101
