author,song_title,styles_to_apply,name_of_new_song,new_song,input_tokens,output_tokens,total_tokens,ms,perplexity
Ефтим Клетников,искуства   1.,"Фигуративен јазик
Фрагмент од реченица
Долга реченица (run-on)
Активен глас
Неутрален тон
Зборови поврзани со визуелна перцепција
Зборови поврзани со смрт
Зборови фокусирани на минатото
Интерпункциски симболи",Мракот на спомените,"Мракот на спомените

Мракот низ ноќта, темниот сон на детето,
кој над него се шета, под сенка на татко,
прска во водата, пред да се врати,
каде што светлината веќе исчезна.

Темниот свет низ кој се движи,
неговата сенка го следи, над водата,
под листот на минатото, тихо и тивко.

Сега, детето гледа, но веќе не разбира,
како водата тече, низ спомени,
кои се губеат во мракот, под сенките на смрт.

Татко, над него, го гледа детето,
како прска во водата, пред да се врати,
во светот каде што светлината веќе исчезна.",360,274,634,1835,22.853382110595703
Ефтим Клетников,***,"Фигуративен јазик
Фрагмент од реченица
Активен глас
Неутрален тон
Зборови поврзани со визуелна перцепција
Зборови поврзани со смрт
Зборови фокусирани на минатото
Зборови поврзани со време
Интерпункциски симболи",Мракот на спомените,"Мракот на спомените

Мракот низ спомените го гуши детето,
Темниот ѕид на минатото го опфати.
Татко, под водата на спомени,
Прскаат светлини што некогаш беа.

Над нив, темниот ѕвон на времето,
Под сенката на минатото се губи.
Пред него, водата на спомени,
Токне тивко, но неспределно.

Темниот ѕид на спомените,
Мракот низ кој детето се губи.
Татко, над водата на спомени,
Прскаат сенки што некогаш беа.

Минатото, под темниот ѕид,
Време што низ мракот се движи.
Темниот ѕвон на спомени,
Пред него, водата на спомени.

Мракот низ спомените го гуши детето,
Темниот ѕид на минатото го опфати.
Татко, под водата на спомени,
Прскаат светлини што некогаш беа.",359,345,704,2058,8.305719375610352
Ефтим Клетников,НАСТАН НА БРЕГОТ ОД МОРИЊАТА,"Фигуративен јазик
Фрагмент од реченица
Долга реченица (run-on)
Активен глас
Женски заменки
Просоцијално однесување
Увид
Негативна емоција
Тага
Негативен тон
Зборови поврзани со аудитивна перцепција
Зборови поврзани со визуелна перцепција
Зборови поврзани со смрт
Зборови поврзани со дом
Зборови поврзани со култура
Зборови фокусирани на минатото
Зборови поврзани со време
Интерпункциски симболи",Темнината на спомените,"Темнината на спомените

no_song_found",453,526,979,3034,176.70057678222656
Ефтим Клетников,НА МОЈОТ ИМЕНДЕН ТАТКО МИ КРЕВА ЗДРАВИЦА - 3,"Фигуративен јазик
Фрагмент од реченица
Долга реченица (run-on)
Активен глас
Зборови за комуникација
Неутрален тон
Зборови поврзани со визуелна перцепција
Зборови фокусирани на минатото
Зборови фокусирани на сегашноста
Зборови поврзани со време
Интерпункциски симболи",Мракот на детството,"Мракот на детството

Мракот низ ноќта го гушеше детето,
Темниот ѕид на спомените под него беше висок,
Татко над него беше сенка, недостижна и далечна,
Прска во водата, детето бараше светлина.

Темниот свет низ кој се движеше беше полн со прашања,
Над кои детето не знаеше да лета,
Под сенка на неговите мисли, детето се губеше,
Пред водата, светлината беше недостижна.

Минатото беше долга реченица, непрекината,
Каде што сегашноста се губеше во мракот,
Време беше прашање, време беше одговор,
Каде што интерпункциски симболи ги делуваа границите.

Мракот низ ноќта беше неговиот свет,
Детето бараше да разбере зошто,
Татко над него беше прашање, недостижна сенка,
Под него детето се губеше, пред водата на светлината.

Минатото беше долга реченица, сегашноста беше прашање,
Време беше одговор, време беше светлина,
Интерпункциски симболи ги делуваа границите,
Детето во мракот бараше да се сврте кон светлината.

Мракот низ ноќта беше неговиот свет,
Детето бараше да разбере зошто,
Татко над него беше прашање, недостижна сенка,
Под него детето се губеше, пред водата на светлината.",384,521,905,3203,10.157809257507324
Ефтим Клетников,Јавач во полноќта - 3,"Фигуративен јазик
Фрагмент од реченица
Долга реченица (run-on)
Активен глас
Женски заменки
Увид
Негативна емоција
Тага
Негативен тон
Зборови поврзани со аудитивна перцепција
Зборови поврзани со визуелна перцепција
Зборови поврзани со просторна перцепција
Зборови поврзани со перцепција на движење
Зборови поврзани со привлечност
Зборови поврзани со смрт
Зборови поврзани со култура
Зборови фокусирани на минатото
Зборови поврзани со време
Интерпункциски симболи",Темнината на спомените,"Темнината на спомените

Мракот низ ноќта, темниот сон на детето,
Татко над него, под него, неговиот мир.
Прска водата, спомени минатите,
Пред него, низ спомените, нивниот свет.

Темниот сон, детето над водата,
Под сенката на татко, неговиот мир.
Мракот низ ноќта, детето над водата,
Татко низ спомените, неговиот свет.

Темниот сон, детето над водата,
Прска водата, спомени минатите,
Татко над него, под него, неговиот мир.

Мракот низ ноќта, детето над водата,
Темниот сон, детето над водата,
Татко низ спомените, неговиот свет.

Темниот сон, детето над водата,
Прска водата, спомени минатите,
Татко над него, под него, неговиот мир.

Темниот сон, детето над водата,
Мракот низ ноќта, детето над водата,
Татко низ спомените, неговиот свет.

Темниот сон, детето над водата,
Прска водата, спомени минатите,
Татко над него, под него, неговиот мир.",483,433,916,2065,3.3347434997558594
Ефтим Клетников,ДОЦНА ЕСЕН,"Фигуративен јазик
Фрагмент од реченица
Долга реченица (run-on)
Активен глас
Морализирање
Зборови за комуникација
Увид
Негативна емоција
Тага
Негативен тон
Зборови поврзани со визуелна перцепција
Зборови поврзани со храна или јадење
Зборови поврзани со смрт
Зборови поврзани со религија
Зборови фокусирани на минатото
Зборови поврзани со време
Интерпункциски симболи",Мракот на спомените,"Мракот на спомените

Мракот низ денот се протега, темниот го гуши светлиот ден,
детето над водата прска, под неговиот вид татко стана бледен.
Пред неговиот долг чекор, водата го чека, мирисот на минатото,
под сенката на спомените, детето го губи својот идентитет.

Татко над него стои, над водата, над минатото што го опкружува,
неговиот прскајќи лик се губи, во темниот мрак што го опфатува.
Минулото го следи, над него, под него, пред него, низ него,
неговиот свет стана празнина, полн со тага и смртна тишина.

Татко го гледа детето, како во водата губи свој идентитет,
неговиот свет стана мрак, полн со смрт и религијански прашања.
Минулото го следи, над него, под него, пред него, низ него,
неговиот свет стана празнина, полн со тага и негативна емоција.

Мракот низ денот се протега, темниот го гуши светлиот ден,
детето над водата прска, под неговиот вид татко стана бледен.
Пред неговиот долг чекор, водата го чека, мирисот на минатото,
под сенката на спомените, детето го губи својот идентитет.",437,505,942,2845,10.436944961547852
Ефтим Клетников,ПРОЛЕТ. БОЛНО ДЕТЕ. -1.- Ден. Светлина.,"Фигуративен јазик
Активен глас
Женски заменки
Зборови за комуникација
Позитивна емоција
Позитивен тон
Зборови поврзани со аудитивна перцепција
Зборови поврзани со визуелна перцепција
Зборови фокусирани на минатото
Зборови поврзани со време
Зборови кои означуваат жени
Интерпункциски симболи",Мракот на Животот,"Мракот на Животот

Мракот низ ноќта го гушеше срцето,
Темниот ветер шепотил тихо,
Детето над водата, сонувајќи,
Татко под небото, чекајќи.

Прскањето на водата, звукот мирен,
Пред него, светлината на надежта,
Женката, силна, го држеше детето,
Во минатото, среќни денови.

Време минува, но срцето не заборава,
Татко го гледаше детето да расте,
Живописни слики во умот се формираат,
Мракот се разредува, светлината се враќа.

Секој ден носи нови звукови и перцепции,
Визуелни слики што никогаш не забораваме,
Женската сила, она што го држи срцето,
Позитивната емоција што никогаш не исчезнува.

Мракот на животот, но светлината на надежта,
Татко и дете, заедно во сонот,
Женската перцепција, она што го прави сè,
Позитивен тон, звук на среќа.

Време минува, но спомените остануваат,
Мракот уште е тука, но светлината е поблиску,
Татко и детето, единство во животот,
Женската сила, она што го прави сè да функционира.",397,479,876,3177,19.330671310424805
Ефтим Клетников,сандански   3.,"Фрагмент од реченица
Неутрален тон
Зборови поврзани со визуелна перцепција
Интерпункциски симболи",Темниот Мрак на Водата,"Темниот Мрак на Водата

Мракот низ ноќта се протега,
Темниот го губи детето,
Над водата, татко го гледа,
Под мракот, детето прска.

Пред темниот бран, детето скока,
Водата го фаќа, го ослободува,
Мракот го губи својот траг,
Темниот станува светло.

Детето под водата се смее,
Татко над бранот го гледа,
Мракот низ водата исчезнува,
Темниот станува дел од светло.

Прскањето на водата е светло,
Мракот над детето исчезнува,
Темниот станува дел од денот,
Детето над водата се смее.",303,267,570,1754,18.383451461791992
Ефтим Клетников,НОЌНА СВАДБА - 2,"Фигуративен јазик
Фрагмент од реченица
Долга реченица (run-on)
Активен глас
Тага
Неутрален тон
Зборови поврзани со смрт
Сексуална содржина
Зборови фокусирани на сегашноста
Зборови поврзани со време
Интерпункциски симболи",Мракот на спомени,"Мракот на спомени

Мракот низ ноќта, темниот сон над детето,
Татко под водата, прска во спомени,
Пред него, според него, темниот тек на времето.

Тука, во сегашноста, детето го чувствува,
Тага низ срцето, како водата што тече,
Над него, мракот го следи секој чекор.

Темниот спомен, под водата на спомени,
Прска во детето, како ветер во тишината,
Тука, во сегашноста, детето го чувствува.

Татко, над него, во мракот на спомени,
Темниот сон низ ноќта, под водата на спомени,
Тука, во сегашноста, детето го чувствува.

Мракот низ ноќта, темниот сон над детето,
Татко под водата, прска во спомени,
Пред него, според него, темниот тек на времето.",368,326,694,1913,9.056112289428711
Ефтим Клетников,***,"Фигуративен јазик
Фрагмент од реченица
Долга реченица (run-on)
Активен глас
Просоцијално однесување
Бидување љубезен
Зборови за комуникација
Неутрален тон
Зборови поврзани со визуелна перцепција
Зборови фокусирани на сегашноста
Интерпункциски симболи",Мракот на детството,"Мракот на детството

no_song_found",380,436,816,2722,670.52587890625
Ефтим Клетников,НОЌНИ СВРШЕНИЦИ,"Фигуративен јазик
Фрагмент од реченица
Активен глас
Тага
Неутрален тон
Зборови поврзани со визуелна перцепција
Зборови поврзани со смрт
Зборови фокусирани на минатото
Зборови поврзани со време
Интерпункциски симболи",Мракот на спомените,"Мракот на спомените

Мракот низ темниот ѕид на спомените,
детето над водата, над минатото,
под сенката на татко, кого го губи.
Прскање на спомени, пред темниот ѕид,
водата што тече, времето што минува.

Татко, ти си под мракот, над спомените,
детето што го бара, низ темниот ѕид,
водата што го мие, минатото што го брка.

Мракот го губи, детето го бара,
над водата, под сенката, низ времето.
Тага што го прска, темниот ѕид на спомените.

Татко, ти си дел од мракотиното,
детето што го бара, над водата,
под сенката на минатото, низ времето.

Мракот низ темниот ѕид на спомените,
детето над водата, над минатото,
под сенката на татко, кого го губи.
Прскање на спомени, пред темниот ѕид,
водата што тече, времето што минува.",363,365,728,2123,6.78378438949585
Ефтим Клетников,ДЕТЕТО И ОКОТО НА ТЕМНИОТ - 2,"Фигуративен јазик
Фрагмент од реченица
Долга реченица (run-on)
Активен глас
Машки заменки
Женски заменки
Прикажување меѓучовечки конфликт
Негативна емоција
Тага
Негативен тон
Зборови поврзани со аудитивна перцепција
Зборови поврзани со визуелна перцепција
Зборови поврзани со смрт
Зборови фокусирани на минатото
Зборови поврзани со време
Интерпункциски симболи",Темниот Мрак на Сеќуството,"Темниот Мрак на Сеќуството

Мракот низ ноќта се протега, темниот ветер шепоти тага,
детето над водата, под небото што ни го губи наша драгата.
Татко, ти си над, но тука сум јас, под сенката на спомените,
прскајќи во светлината што веќе исчезна, пред очите на минатото.

Во длабочината на водата, ти си мислите што ни се губеа,
а јас сè уште слушам нивниот ветер, нивниот говор.
Темниот мрак ги зема нашите надежни снови, ги губи нашите ветувања,
и ни остава само празнина, празнина што никогаш не ќе се полни.

Сеќуствата се блиска, но ти си далеч, над во мракот,
а јас сè уште се труам да го најдам патот, патот кон светлината.
Минува времето, но ти си ми останав како сенка,
и сè уште слушам звукот на водата, звукот на нашиот минал живот.

Темниот мрак на сеќуството, го губи сè што бевме,
и јас сè уште се труам да го најдам звукот на твојот ветер,
да го вратам светлото, да го вратам нашиот сон,
но мракот е премногу темна, премногу темна за да се врати светлината.",437,511,948,3525,23.822999954223633
Ефтим Клетников,ОКОТО НА ТЕМНИОТ ГО ГЛЕДА МРТВОТО ДЕВОЈЧЕ НА ВОДЕНИЧАРОТ - 6,"Фигуративен јазик
Фрагмент од реченица
Долга реченица (run-on)
Активен глас
Женски заменки
Негативна емоција
Тага
Негативен тон
Зборови поврзани со визуелна перцепција
Зборови поврзани со храна или јадење
Зборови поврзани со смрт
Зборови фокусирани на минатото
Зборови поврзани со време
Интерпункциски симболи",Темнината на спомените,"Темнината на спомените

Мракот низ ноќта го губи детето,
Темниот ѕид на спомените го опфати,
Над водата, татко го гледа детето,
Под мракот, детето губи трага.

Прска во водата, спомени минати,
Пред темниот ѕид, детето исчезна,
Тага низ срцето, го губи детето,
Темнината го опфати, детето.

Водата плива, спомени минати,
Темниот ѕид на спомените го опфати,
Тага низ срцето, детето исчезна,
Мракот низ ноќта го губи детето.

Време минува, спомените вечно,
Темнината на спомените вечно,
Тага низ срцето, детето исчезна,
Мракот низ ноќта го губи детето.

Прска во водата, спомени минати,
Темниот ѕид на спомените го опфати,
Тага низ срцето, детето исчезна,
Мракот низ ноќта го губи детето.",411,376,787,2128,5.899664878845215
Ефтим Клетников,НАСТАН ВО ЗИМСКАТА НОЌ - 4,"Фигуративен јазик
Фрагмент од реченица
Долга реченица (run-on)
Активен глас
Женски заменки
Просоцијално однесување
Увид
Позитивна емоција
Негативна емоција
Тага
Неутрален тон
Зборови поврзани со визуелна перцепција
Зборови поврзани со просторна перцепција
Зборови поврзани со смрт
Зборови поврзани со дом
Зборови фокусирани на минатото
Зборови поврзани со време
Зборови кои означуваат семејство
Интерпункциски симболи",Темнината на спомените,"Темнината на спомените

Мракот низ ноќта го гушеше срцето,
детето над водата, под темниот облак,
татко, ти си ми единствена светлина,
но сега ти си надвор од достигнувањето.

Прскањето на водата, спомен на минатото,
кога смешењето беше најсилен звук,
а сега ти си над, под секој ден,
твојот дом е таму каде што се губеше светлината.

Животот ми го губеше смислата,
кога ти си отишов, о татко,
и сега сум единствено дете во темниот свет,
кој се труди да најде пат низ мракот.

Тага ме опкружува, но сè уште верувам,
дека некогаш смешењето ќе се врати,
и ти ќе си тука, во домот на моите спомени,
да ми кажеш дека сè уште сме заедно.

Временските стрели летаат брзо,
но секој ден ми го носат споменот на твојот смрт,
и сè уште се трудиме да го задржиме семејството,
иако сме подалеку од кога и да е.

Сега сум сами во оваа долга реченица,
но ти си во моите срцачки раководи,
и никогаш нема да ти се откажам,
о татко, мој единствен свет.

Мракот низ ноќта го гушеше срцето,
но сè уште верувам во светлината,
која еднаш ќе се врати и ќе нè осветли,
и ние ќе станеме посилни заедно.",462,557,1019,3802,19.869508743286133
Ефтим Клетников,***,"Фигуративен јазик
Фрагмент од реченица
Активен глас
Зборови за комуникација
Негативна емоција
Тага
Негативен тон
Зборови поврзани со визуелна перцепција
Зборови поврзани со смрт
Зборови фокусирани на минатото
Зборови фокусирани на сегашноста
Зборови поврзани со време
Интерпункциски симболи
Броеви",Темниот Мрак на Минатото,"Темниот Мрак на Минатото

Мракот низ ноќта го гуши детето,
Темниот над него, татко негов,
Под водата, тихо, детето го прска,
Пред него, сенки што неговото миналото го грабат.

Татко, над него, го гледа детето,
Неговиот свет исчезна под темнината,
Водата го губи, детето го губи,
Минатото, над него, го брка.

Темниот мрак низ него се движи,
Неговиот свет исчезна под водата,
Тага, над него, го грабнува,
Минатото, под него, го губи.

Темниот мрак низ него се шири,
Неговиот свет под водата исчезна,
Тага, над него, го брка,
Минатото, под него, го губи.

Темниот мрак низ него се движи,
Неговиот свет исчезна под водата,
Тага, над него, го грабнува,
Минатото, под него, го губи.

Темниот мрак низ него се шири,
Неговиот свет под водата исчезна,
Тага, над него, го брка,
Минатото, под него, го губи.",403,427,830,2383,6.539738655090332
Ефтим Клетников,НА ПОЛНОЌ КОГА ПРСКА ЈАТКАТА НА МРАКОТ-7,"Фигуративен јазик
Активен глас
Женски заменки
Увид
Неутрален тон
Зборови поврзани со визуелна перцепција
Зборови поврзани со смрт
Зборови поврзани со религија
Зборови фокусирани на минатото
Зборови поврзани со време
Зборови кои означуваат жени
Интерпункциски симболи",Мракот на спомени,"Мракот на спомени

Мракот низ ноќта го гушеше срцето,
Темниот спомен детето го бркаше.
Татко, над водата, под небото,
Прскаше светлина, но не и надеж.

Тука, во темниот дел на минатото,
Жената чекаше, надежта ѝ го губеше.
Водата пливаше, времето минуваше,
Сеќаверките ги испишаа трагите.

Мракот го гушеше срцето на детето,
Над темнината, над спомените,
Под сенката на минатото,
Таа чекаше, надежта ѝ го губеше.

Мракот низ ноќта го гушеше срцето,
Темниот спомен детето го бркаше.
Татко, над водата, под небото,
Прскаше светлина, но не и надеж.

Во темниот дел на минатото,
Жената чекаше, надежта ѝ го губеше.
Водата пливаше, времето минуваше,
Сеќаверките ги испишаа трагите.

Мракот низ ноќта го гушеше срцето,
Темниот спомен детето го бркаше.
Татко, над водата, под небото,
Прскаше светлина, но не и надеж.",389,445,834,2620,5.487137794494629
Ефтим Клетников,ПРОЛЕТ. БОЛНО ДЕТЕ. -2.- Ноќ. Луња.,"Фигуративен јазик
Фрагмент од реченица
Активен глас
Женски заменки
Просоцијално однесување
Бидување љубезен
Зборови за комуникација
Увид
Позитивна емоција
Позитивен тон
Зборови поврзани со визуелна перцепција
Зборови поврзани со религија
Зборови фокусирани на минатото
Зборови фокусирани на иднината
Зборови поврзани со време
Зборови кои означуваат жени
Интерпункциски симболи",Мракот на Животот,"Мракот на Животот

Мракот низ темниот ден ми го опфати,
Детето над водата, срцето ми го брати.
Татко, под небото, ми го укажа патот,
Прскајќи над водата, светлина ми го врати.

Тука, во минатото, срцето ми го губеше,
Но сега, над водата, видам светлина што се раѓа.
Пред него, нов живот, иднината ми се отвора,
Мракот ми го остава, надежта ми ја врата.

Женскиот вид, низ темниот ден, ми го осветлува,
Комуникацијата нас поврзува, љубезен ми го врата.
Увидот во срцето, ми го откри вистинскиот тон,
Позитивна емоција, низ времето ми го носи.

Зборови за религија, ми го укажуваат патот,
Женски сили, низ минатото, ни го оставаат наследството.
Интерпункциски симболи, ми го структурираат звукот,
Визуелна перцепција, ми го открива светот.

Минатото ми го остава, иднината ми ја градам,
Срцето ми го врата, надежта ми ја ратирам.
Мракот ми го остава, надежта ми ја гратам,
Животот ми го врата, со светлина го гратам.",441,499,940,3033,19.611492156982422
Ефтим Клетников,ПОСЛЕДНА НОЌ НА ЛЕТОТО Е - 4,"Фигуративен јазик
Долга реченица (run-on)
Активен глас
Тага
Неутрален тон
Зборови поврзани со визуелна перцепција
Зборови фокусирани на минатото
Зборови поврзани со време
Интерпункциски симболи",Мракот на спомени,"Мракот на спомени

Мракот низ ноќта се протега темниот јазок на спомени
детето над водата прска играјќи под сенката на татко
минатото се враќа со светлината на минатите часови
време минува но трагата останува низ темниот тек на животот
мракот го опфаќа сè низ спомените на детството
над водата се огледувал светлиот смеа на детето
под сенката на татко се чувствуваше безбедно
пред темнината се криеше детето со своите сонови
време минува но спомените остануваат вечно
интерпункциски симболи на животот ги означуваат патите
низ мракот се гледа светлината на минатото",352,284,636,1947,44.929325103759766
Ефтим Клетников,Јавач во полноќта - 4,"Фигуративен јазик
Фрагмент од реченица
Долга реченица (run-on)
Активен глас
Машки заменки
Женски заменки
Негативна емоција
Тага
Негативен тон
Зборови поврзани со визуелна перцепција
Зборови поврзани со просторна перцепција
Зборови поврзани со смрт
Зборови фокусирани на минатото
Зборови поврзани со време
Интерпункциски симболи",Темнината на спомените,"Темнината на спомените

Мракот низ ноќта го гушеше срцето,
детето над водата, тихо, надвор од вид.
Темниот ѕид на спомените, низ кој се гледаше,
татко, под сенка, ти ми беше единствен свет.

Прскаше водата, но не и солзите,
пред него беше празнина, полна со прашања.
Над него, мракот го гушеше, под него,
светлината на минатото се расипуваше.

Темниот пат на спомените, низ кој се шеташе,
тагата беше неговата единствена пратка.
Минуваше времето, но тој остануваше,
под мракот на спомените, над празнината.

Во темниот дел од минатото, детето,
под татко, над водата, губеше себеси.
Мракот низ ноќта, него го следеше,
и сè уште не можеше да го најде својот дом.",419,339,758,2220,22.149059295654297
Ефтим Клетников,requiem 3. песна за сината престолнина,"Фигуративен јазик
Активен глас
Увид
Неутрален тон
Зборови поврзани со визуелна перцепција
Зборови поврзани со просторна перцепција
Зборови поврзани со смрт
Зборови поврзани со дом
Зборови поврзани со религија
Зборови фокусирани на сегашноста
Зборови поврзани со време
Повторени зборови
Интерпункциски симболи",Мракот што низ детето темни,"Мракот што низ детето темни

Мракот низ детето темни,
каде што над него татко го гледа,
под водата, прска во спомени,
пред него домот вечно се крене.

Темниот свет што детето го перцепира,
каде што времето вечно стои,
и религијата го осветлува,
но сегашноста е единствено она што го води.

Мракот над него, но и под него,
каде што смртта чека,
и домот е светло во сенките,
каде што сè е вечно и никогаш не заборавува.

Мракот низ детето темни,
и темниот свет го перцепира,
каде што татко го гледа,
и домот вечно го крене пред него.

Мракот низ детето темни,
и темниот свет го перцепира,
каде што времето стои,
и сегашноста го води.",406,330,736,2095,16.178180694580078
Ефтим Клетников,шумски пат IV.,"Фигуративен јазик
Фрагмент од реченица
Долга реченица (run-on)
Активен глас
Тага
Негативен тон
Зборови поврзани со визуелна перцепција
Зборови поврзани со смрт
Зборови фокусирани на сегашноста
Интерпункциски симболи",Темниот Мрак на Детето,"Темниот Мрак на Детето

Мракот низ ноќта се протега, темниот ветер шепоти,
детето над водата, под небото што го губи својот сјај.
Татко, над него, го гледа светлиот свет, но не и него,
прска на водата, детето го бара својот сензор.

Во длабочината на водата, детето го чувствува темниот свет,
под листот на дрвото, детето го чувствува неговиот ветер.
Тага, темниот мрак го губи својото лице, детето го бара својото,
пред него, водата го губи својото дно, детето го бара својото.

Темниот мрак го губи својото прашање, детето го бара својото,
над него, тагата го губи својото сонце, детето го бара својото.
Мракот низ ноќта се протега, темниот ветер шепоти,
детето над водата, под небото што го губи својот сјај.",365,371,736,2365,10.141690254211426
Ефтим Клетников,ОКОТО НА ТЕМНИОТ ГО ГЛЕДА МРТВОТО ДЕВОЈЧЕ НА ВОДЕНИЧАРОТ - 2,"Фигуративен јазик
Фрагмент од реченица
Долга реченица (run-on)
Активен глас
Женски заменки
Увид
Негативна емоција
Тага
Негативен тон
Зборови поврзани со аудитивна перцепција
Зборови поврзани со визуелна перцепција
Зборови поврзани со смрт
Зборови фокусирани на минатото
Зборови поврзани со време
Интерпункциски симболи",Темнината на спомените,"Темнината на спомените

Мракот низ ноќта го гушеше срцето,
детето тихо стоеше под темниот врв.
Татко, над него звучала прската на водата,
како да се исклучи некоја несреќа.

Темниот спомен низ спомени се движеше,
како да го врати времето назад.
Пред него, водата беше единственото светло,
но и тоа станало дел од мрачниот сон.

Тага го опфати, губејќи го светлиот вид,
како да се ослободи од минатото.
Мракот го опкружуваше, ниту една точка светлина.
Темниот пат беше единствениот излез.

Сега, детето стои под темниот врв,
гледајќи го таткото над себе,
но срцето е полн со мрак и тага.
Водата прска, но не го ослободува од минатото.

Темнината на спомените нема да исчезне,
сè уште се слуша прската на водата,
сè уште се чувствува тагата на минатото.
Мракот низ ноќта го гушеше срцето.",417,410,827,2660,21.74928855895996
Ефтим Клетников,искуства   3.,"Фигуративен јазик
Активен глас
Неутрален тон
Зборови поврзани со визуелна перцепција
Зборови фокусирани на сегашноста
Интерпункциски симболи",Мракот на Водата,"Мракот на Водата

Мракот низ ноќта го гуши детето,
Темниот ѕид над него се крене,
Татко го гледа под водата,
Каде што прската го исплашува.

Водата, темна и тиха,
Пред да го земе, детето се држи,
Над сите стравови, детето се бои.

Во длабочината, мракот се шири,
Темниот свет го губи детето,
Под водата, светлината веќе не е.

Тука, во темнината, детето го бара,
Татко, над сè, детето го чува.",326,226,552,1461,35.33333206176758
Ефтим Клетников,три мотиви од св. наум  - 2. на исто место,"Фигуративен јазик
Фрагмент од реченица
Активен глас
Неутрален тон
Зборови поврзани со визуелна перцепција
Зборови поврзани со религија
Зборови фокусирани на минатото
Зборови фокусирани на сегашноста
Зборови поврзани со време
Интерпункциски симболи",Мракот на спомени,"Мракот на спомени

Мракот низ ноќта го гушеше детето,
Темниот ѕид на спомените го опкружуваше.
Татко над него беше, но под него беше срцето,
Прскаше водата на минатото, спомени како бранови.

Темниот час кога светлината веќе не се враќаше,
Пред него беше патот на исчезнатиот сјај.
Над него се шеташе сенката на минатото,
Под него се криеше тајната на сегашноста.

Временските стрели го носија мракот,
Интерпункциски симболи на тишината.
Минатото беше темна книга, а сегашноста,
Беше страница што се менуваше со секое дишење.

Мракот низ спомените го гушеше детето,
Темниот ѕид на минатото го опкружуваше.
Татко над него беше, но под него беше срцето,
Прскаше водата на спомените, минатото како бранови.",376,361,737,2468,16.093212127685547
