author,song_title,styles_to_apply,name_of_new_song,new_song,input_tokens,output_tokens,total_tokens,ms,perplexity,bleu_score
Братислав Ташковски,Ноќва,"Фигуративен јазик
Фрагмент од реченица
Долга реченица (run-on)
Активен глас
Машки заменки
Женски заменки
Просоцијално однесување
Бидување љубезен
Зборови за комуникација
Индикатори за моќ
Говор за постигнување
Позитивна емоција
Позитивен тон
Зборови поврзани со визуелна перцепција
Зборови поврзани со култура
Зборови фокусирани на сегашноста
Зборови фокусирани на иднината
Зборови поврзани со време
Интерпункциски симболи",Сончеви Разговори,"Сончеви Разговори

О, син на земја, слушај како сончевиот свет ми го раскажува
Твоето име на усните на ветровите, ти си ѕвезда во нашата култура.
Секој ден, со радост, ти се креваш, го осветлуваш секој дел од животот,
Ти го носиш гордото наше име, ти си водител на нашите надежни денови.

О, моја љубов, ти си она што го прави срцето да пука,
Твојата светлина ги осветлува моите сенки,
Ти си она што ги прави нашите мигли да се смее,
Твојата присутност ги исполнува нашите денови со радост.

Секој ден, со гордост, ти се креваш на височина,
Ти ги осветлуваш сите куќи со твојата благодат,
Ти си она што ги прави нашите очигледни сонцеви зенити,
Ти го носиш нашето име на врвовите на светот.

О, син на земја, слушај како сончевиот свет ми го раскажува,
Твоето име на усните на ветровите, ти си ѕвезда во нашата култура.
Секој ден, со радост, ти се креваш, го осветлуваш секој дел од животот,
Ти го носиш гордото наше име, ти си водител на нашите надежни денови.

Ти си иднината, ти си она што ни го дава силата,
Ти си она што ни го укажува патот кон светлината,
Ти си она што ни го нуди надежта на секој ден,
Ти си она што ни го ветува успех на секој чекор.

О, моја љубов, ти си она што го прави срцето да пука,
Твојата светлина ги осветлува моите сенки,
Ти си она што ги прави нашите мигли да се смее,
Твојата присутност ги исполнува нашите денови со радост.

Секој ден, со гордост, ти се креваш на височина,
Ти ги осветлуваш сите куќи со твојата благодат,
Ти си она што ги прави нашите очигледни сонцеви зенити,
Ти го носиш нашето име на врвовите на светот.",408,802,1210,4960,8.366811752319336,0.0012172737301847263
Братислав Ташковски,Големата љубовна песна 13. јас во тишината,"Фигуративен јазик
Долга реченица (run-on)
Активен глас
Женски заменки
Просоцијално однесување
Бидување љубезен
Зборови за комуникација
Индикација на сигурност
Позитивна емоција
Позитивен тон
Зборови поврзани со визуелна перцепција
Зборови поврзани со привлечност
Зборови кои изразуваат желби
Зборови фокусирани на сегашноста
Зборови кои означуваат жени
Интерпункциски симболи",Сончеви Разговори,"Сончеви Разговори

О, сончеви разговори што ми го осветлуваш денот,
Ти си како љубезен ветер, ми го носи уште повеќе сонце.
Твојата светлина, ми ја осигурува среќата,
Ти си она што ми дава силна желба да се кренам.

Секој ден кога ти си таму, ми го осигурува срцето,
Твојата привлечност е како она што никогаш не се губи.
Ти си она што ми го прави да се смееам без крај,
Твојата блискуност ми ја прави оваа земја полесно.

О, сончеви разговори, ти си она што ми го дава силата,
Твојата блискуност е она што никогаш не се губи.
Секој ден кога ти си таму, ми го осигурува срцето,
Твојата светлина, ми ја осигурува среќата.

Ти си она што ми го прави да се кренам, и да се смееам без крај,
Твојата привлечност е како она што никогаш не се губи.
Ти си она што ми го дава силата, и ми ја осигурува среќата,
Ти си сончевиот разговор што ми го осветлува денот.",384,462,846,3142,7.29619836807251,0.0034126844058706847
Братислав Ташковски,Еден ден,"Фигуративен јазик
Фрагмент од реченица
Долга реченица (run-on)
Активен глас
Машки заменки
Женски заменки
Просоцијално однесување
Бидување љубезен
Прикажување меѓучовечки конфликт
Зборови за комуникација
Говор за постигнување
Негативна емоција
Тага
Негативен тон
Зборови поврзани со смрт
Зборови поврзани со дом
Зборови фокусирани на минатото
Зборови поврзани со време
Интерпункциски симболи
Оксфордска запирка",Темнината на спомените,"Темнината на спомените

О, ти, моја љубов, уште еднаш ти си тука,
во сенките на минатото, ти си ми блиску.
Ти, со твојот ветер, ми го шепаш лицето,
и ми го враќаш светлото, но сега е темно.

Ти си ми го испреплетал животот со сенки,
и сега сум во долгата реченица на спомените,
кои ни се враќаат, како ветерот на тишината.
Ти си мене, ми го земаше срцето, а јас сум ти.

Ти ми го шепаш животот со твоите зборови,
но сега сум во прашање, прашање без одговор.
Ти си ме осамуваш со твојот ветер,
и јас сум тука, во тишината на спомените.

Ти си мене, ти си ми го земаше срцето,
и сега сум во прашање, прашање без одговор.
Ти си мене, ти си ми го земаше срцето,
и јас сум тука, во темнината на спомените.

Ти си мене, ти си ми го земаше срцето,
и сега сум во прашање, прашање без одговор.
Ти си мене, ти си ми го земаше срцето,
и јас сум тука, во темнината на спомените.",405,474,879,3210,7.514433860778809,0.0019106798200633492
Братислав Ташковски,Искрено!,"Активен глас
Просоцијално однесување
Бидување љубезен
Зборови за комуникација
Позитивна емоција
Позитивен тон
Зборови фокусирани на минатото
Интерпункциски симболи",Светлината на минатото,"Светлината на минатото

Од денови кога сончевиот свет беше блиску,
Ти си ми го носеше радост и весело слушнував.
Сега, кога вечерите се долги и тихо,
Се сеќаваме на оние моменти, ти и јас.

Ти беше ми водник во животот, 
Ние заедно ги преминавме најдобрите тремини.
Секој ден беше ново искуство, 
Ние ги исполнувавме со насмеана уста.

Зборовите ни беа мостови на разбирање,
Ние ги градевме заедно, 
Секој збор беше синоглас,
Секој ден беше нов почеток.

Дали се сеќаваш на оние веселини?
Ти беше ми сонче, ми даваш сила.
Сега, кога светлината почнува да вечерее,
Сеќавањата стануваат најголема радост.

Секој ден што помина, беше благослов,
Секој час заедно беше најголема благодарност.
Сега, кога ми прашаме „што следно?“
Сеќавањата ни го укажуваат патот.

Ти си ми го носеше светлото во животот,
И денови кога бевме среќни, ти беше ми водник.
Сега, кога вечерите се долги и тихо,
Сеќавањата стануваат најголема радост.",280,491,771,3622,20.549152374267575,0.0014241094047692303
Братислав Ташковски,После толку години,"Фигуративен јазик
Фрагмент од реченица
Долга реченица (run-on)
Активен глас
Машки заменки
Просоцијално однесување
Зборови за комуникација
Бидување несигурен/колеблив
Увид
Позитивна емоција
Позитивен тон
Зборови поврзани со визуелна перцепција
Зборови кои изразуваат желби
Зборови фокусирани на минатото
Зборови фокусирани на сегашноста
Зборови поврзани со време
Зборови кои означуваат мажи
Интерпункциски симболи
Оксфордска запирка",Сончевиот Вихор,"Сончевиот Вихор

О, мој син, слушај како ветрот шепоти,
во тишината на полето ми ги раскажува
мигливите спомени на минатото.
Сега, со сончеви зраци што го осветлуваат
секој чекор, ти си она што го очекував.

Ти, мој син, со твоите очии јас ги гледам
светлините на денот, ти си светот
што ми го врати вербата во љубовта.
Каде и да одиш, ти си дел од моето срце,
и сè уште ми го носиш звукот на нашите разговори.

Сега ти си сигурен, но некогаш бевме
колебливите детка и неговиот татко,
испратени во морето на неизвесности.
Сега, со светлината на денот пред нас,
ти ми го покажуваш патот, ти си мојот сонце.

Сега, синко, ти си дел од моето утре,
и јас сум дел од твоето сега.
Време е да се споијат нашите животи,
како реките што се влеваат во океанот.
О, мој син, ти си мојот сончевиот вихор,
и никогаш нема да ти се раздели од него.",409,440,849,3285,23.64580726623535,0.004216003999832323
Братислав Ташковски,Ефтинија,"Фигуративен јазик
Активен глас
Антисоцијално однесување
Морализирање
Зборови за комуникација
Увид
Негативна емоција
Тага
Негативен тон
Зборови поврзани со визуелна перцепција
Зборови поврзани со смрт
Зборови поврзани со религија
Зборови поврзани со политика
Зборови фокусирани на сегашноста
Интерпункциски симболи",Темнината на душа,"Темнината на душа

no_song_found",355,492,847,3570,226.06651306152344,9.779120802867466e-20
Братислав Ташковски,Да ги заборавиме пророците 2.,"Фигуративен јазик
Фрагмент од реченица
Долга реченица (run-on)
Активен глас
Морализирање
Зборови за комуникација
Неутрален тон
Зборови поврзани со смрт
Зборови поврзани со религија
Зборови фокусирани на минатото
Зборови поврзани со време
Интерпункциски симболи
Оксфордска запирка",Споменици на Заборавот,"Споменици на Заборавот

Во тишината на вековите, тихо говори
стариот камен, неговиот говор е вечен
светлина на минатото, исчезнати сенки
и тихо, тихо, смеење на ветровите.

Од далечина се чуват ветераните на времето,
нивните траги се изгубени во мракот
на забораво, но сè уште живописни
во нивните спомени, живописни како сон.

Секој ден носи нови ветрови, но старите
секогаш ќе стојат, непоколебливи
светци на минатото, нивните лица
се искривени со смртта, но свети се.

Секој збор е молитва, секоја тишина
е спомен, секој ветер е гласање
на оние кои веќе минаа, но ни ги повикува
да се сетиме, да се сетиме.

И така стои, во вечен циклус на смрт
и религија, во вечен циклус на спомен
и заборав, во вечен циклус на животот
и смртта, во вечен циклус на минатото.

Секој ден е ново писмо, но старите
секогаш ќе стојат, непоколебливи
светци на минатото, нивните лица
се искривени со смртта, но свети се.",335,481,816,3439,16.88983917236328,0.0024177830020490967
Братислав Ташковски,За апокрифите,"Фигуративен јазик
Фрагмент од реченица
Долга реченица (run-on)
Активен глас
Машки заменки
Женски заменки
Морализирање
Зборови за комуникација
Неутрален тон
Зборови поврзани со смрт
Зборови поврзани со религија
Зборови фокусирани на минатото
Интерпункциски симболи
Оксфордска запирка",Смртта и Животот во Една Поесија,"Смртта и Животот во Една Поесија

Од далечниот врв на минатото, 
каде што ветровите тихо шетаат, 
и звучниот ѕид на смртта се чувал,
животот се враќа во тишината.

Ти, о мој брат, со гласа на ветрот,
ти ми ги враќаш спомените,
и тие се пливаат како риби во морето,
но никој не може да ги грабне.

Секој збор е мост над реката на заборавот,
и секој чекор е трага на минатото,
но смртта, о, смртта е тихо прашање,
кое ни го става сè во контекст.

Ти си ми брат, ти си ми љубов,
и ти си ми смрт, тихо и неизбежно,
и ние, со нашите гласа, 
се бориме со тишината на смртта.

Од далечниот врв на минатото,
животот се враќа во тишината,
и ние, со нашите гласа,
се бориме со тишината на смртта.",341,381,722,2865,16.18627166748047,0.0025170118284533584
Братислав Ташковски,Големата љубовна песна 6.патување,"Фигуративен јазик
Фрагмент од реченица
Долга реченица (run-on)
Активен глас
Женски заменки
Просоцијално однесување
Бидување љубезен
Зборови за комуникација
Негативна емоција
Тага
Неутрален тон
Зборови поврзани со визуелна перцепција
Зборови поврзани со привлечност
Зборови поврзани со храна или јадење
Зборови поврзани со смрт
Сексуална содржина
Зборови поврзани со култура
Зборови фокусирани на минатото
Зборови поврзани со време
Зборови кои означуваат жени
Интерпункциски симболи",no_title_found,"no_title_found

Во сенките на спомените, ти си ми блиску,
Твојата душа, како сончева светлина,
Пронаоѓајќи се во темнината на минатото,
Каде што срцето ми го губи ритамот.

Ти, моја љубов, ми го пушташ духот да лета,
Кај спомени што ги носам во длабочините на душа,
Каде што звукот на твојот смевок е уште живо,
И каде што ти си ми единствената љубов.

Очите ми се полни со солзи на спомен,
Ти си ми јасна во моите мисли,
Твојата присутност е единствена,
Каде што ти си ми сон, ти си ми вистинската љубов.

Временските стрели летаат брзо,
Но спомените оставаат трага,
Ти си ми она што никогаш не го заборавувам,
Ти си ми она што го чувствувам секој ден.

Твојата љубов е она што го хранеше моето срце,
Твојата смрт остава празнина во душата,
Ти си ми она што го носам во секој дел од денот,
Ти си ми она што никогаш не го заборавувам.

Сега ти си ми спомен, ти си ми сон,
Ти си ми она што го чувствувам во секој трептеј,
Ти си ми она што го носам во срцето,
Ти си ми она што никогаш не го заборавувам.

Твојата култура, она што го носевме заедно,
Твојата привлечност, она што го чувствував секој ден,
Твојата љубов, она што никогаш не го заборавував,
Ти си ми она што го носам во секој дел од денот.

Сега ти си ми спомен, ти си ми сон,
Ти си ми она што го чувствувам во секој трептеј,
Ти си ми она што го носам во срцето,
Ти си ми она што никогаш не го заборавувам.",438,727,1165,4485,6.736612319946289,0.0012656906962507577
Братислав Ташковски,За сите небиднати љубови,"Фигуративен јазик
Фрагмент од реченица
Активен глас
Бидување несигурен/колеблив
Зборови поврзани со меморија
Неутрален тон
Зборови кои изразуваат желби
Зборови поврзани со смрт
Зборови фокусирани на минатото
Зборови поврзани со време
Интерпункциски симболи",Споменици на Заборавот,"Споменици на Заборавот

Во тишината на спомени, ветрот шепоти:
„Сега ли си слободен, уште ли мислиш на она што беше?“

Очите ти се колебат, исполнети со прашања без одговори,
како да ги врати времето, но минатото е вечен сон.

Сеќаска, ти си сенката на светлината,
која никогаш не ќе го осветли темниот пут.

Желбите се губаат во облаците на заборав,
и смртта е само прашање на време.

Време, ти си часовникот на несреќата,
кој брзо го брои секое секундо срце.

Ти ли си уште таму, во оние денови?
Или си се раздели, како ветрот што го несе прашината на заборавот?

Сега, ти си само една фрагментирана реченица во морето на спомени,
и јас сум тука, колеблив, чекајќи да се ослободим од овие сенки.

Споменици на заборавот, ти си единствениот остаток,
каде што срцето се колебнува, колку да се врати во минатото.

Ветерот шепоти, „Сега ли си слободен?“
А јас сè уште слушам, но веќе не знам да одговорам.",324,469,793,3508,30.10801315307617,0.0036799753730360992
Братислав Ташковски,Пијанство,"Фигуративен јазик
Фрагмент од реченица
Активен глас
Машки заменки
Зборови за комуникација
Негативна емоција
Тага
Негативен тон
Зборови поврзани со аудитивна перцепција
Зборови поврзани со визуелна перцепција
Зборови кои изразуваат потреби
Зборови кои изразуваат желби
Зборови поврзани со смрт
Зборови фокусирани на минатото
Зборови фокусирани на сегашноста
Зборови поврзани со време
Зборови кои означуваат мажи
Интерпункциски симболи",no_title_found,"no_title_found

no_song_found",411,1786,2197,7241,120.73731994628906,0
Братислав Ташковски,Да ги заборавиме пророците 4.,"Фигуративен јазик
Активен глас
Морализирање
Неутрален тон
Зборови поврзани со смрт
Зборови поврзани со религија
Зборови фокусирани на сегашноста
Интерпункциски симболи",Смртта и Животот во Сегашноста,"Смртта и Животот во Сегашноста

Во тишината на вечерниот ветар, 
срцето лута како скитнат ангел, 
гледајќи ги ѕвездите да се светуваат,
и смртта да се ближи како сенка.

Сегашноста е блескава алманах,
каде што смртта чека на праг,
и религијата ни нуди утешни зборови,
да ни даде смисла во овој мор.

Срцето лута, но не се плаши,
зашто смртта е само дел од патот,
и душата продолжува да живее,
во спомените што вечно траат.

Во сегашноста, смртта и животот се едно,
и срцето продолжува да пука,
светлоста на верата да го осветлува патот,
кај она што е вечно и вистинито.",284,315,599,2309,30.644916534423828,0.006519345224301999
Братислав Ташковски,"Заедно, само така!","Фигуративен јазик
Фрагмент од реченица
Долга реченица (run-on)
Активен глас
Женски заменки
Просоцијално однесување
Бидување љубезен
Индикатори за моќ
Говор за постигнување
Зборови поврзани со меморија
Позитивна емоција
Позитивен тон
Зборови поврзани со визуелна перцепција
Зборови поврзани со привлечност
Зборови кои изразуваат желби
Зборови фокусирани на минатото
Зборови фокусирани на сегашноста
Зборови поврзани со време
Зборови кои означуваат жени
Интерпункциски симболи",Сончеви Расени Воспоминки,"Сончеви Расени Воспоминки

Мојата душа, колку е љубезно да се помине низ овие спомени,
каде што светлината на сончевиот зрак ги осветлува сите улици.
Ти си онаа жена, која со својата благодат ги претвора денови во весели часови,
и со својата енергија ги прави тишините полни со живопис.

Сега, мислите ми се пливаат како лагуни, долги и непрекинато течејќи,
и секој миг е исполнет со радост, како да ги чувам овие тремови во душевната ми гардероба.
Ти си онаа која ги прави денови да се претвораат во неверојатни приказни,
и со својата искреност, ги правиш сите да се чувствуваат како дел од нешто големо.

Очите ми се полни со светлина кога мислите се враќаат на тебе,
и ти си онаа која ми ги открива можностите што се криат во секој ден.
Твојата привлечност е неизмерлива, како и твојата способност да ги правиш другите среќни,
и со секое ваше често ми го јасуваш умот и го осветлуваш патот пред мене.

Желбите ми се исполнуваат кога мислите се на тебе,
и секој ден е ново искуство, нови спомени што се формираат.
Твоите зборови се како звучни бранови, пливајќи во минатата и сегашноста,
и со нив ги правиш сите да се чувствуваат како дел од неверојатната наша приказна.

Сега, ми ти се обраќам, моја љубима, со срце полно со благодарност,
и ветувам дека ќе ги чуваме овие моменти засекогаш во мојата душа.
Ти си онаа која ми го даде смислата на животот,
и со твојата присутност, сè станува повеќе од што сум верувал дека е можно.",433,711,1144,5060,24.12320899963379,0.002866204958633814
Братислав Ташковски,Големата љубовна песна 1.море,"Фигуративен јазик
Фрагмент од реченица
Долга реченица (run-on)
Активен глас
Машки заменки
Позитивна емоција
Позитивен тон
Зборови поврзани со визуелна перцепција
Зборови поврзани со религија
Зборови фокусирани на сегашноста
Зборови фокусирани на иднината
Зборови поврзани со време
Интерпункциски симболи",Сончевиот Ветер,"Сончевиот Ветер

О, син на земјата, гледај како сончевиот ветер
Тој лебди, лебди, лебди, низ синото небо,
Светлината му е топла, искрена и искрена,
Тој ни нуди надеж, надеж, надеж во секој ден.

Очите ми се полни со златни снопови,
Секој ден е нов почеток, нов почеток, нов почеток,
Сончевиот ветер ни носи радост, радост, радост,
И во него се крие иднината, иднината, иднината.

Време е да се кренеме, да се кренеме, да се кренеме,
Сончевиот ветер ни укажува пат, пат, пат,
Нека сончевиот ветер нас води, води, води,
Кај нови хоризонти, хоризонти, хоризонти.

Сегашноста е тука, тука, тука,
И со неа ние гледаме кон иднината, иднината, иднината,
Сончевиот ветер ни дава сила, сила, сила,
Да се гледаме во него и да се гледаме во себе, себе, себе.

О, син на земјата, гледај како сончевиот ветер
Тој лебди, лебди, лебди, низ синото небо,
Светлината му е топла, искрена и искрена,
Тој ни нуди надеж, надеж, надеж во секој ден.",347,503,850,3233,6.079171180725098,0.005200361242918222
Братислав Ташковски,"Јас, мајсторот","Фигуративен јазик
Фрагмент од реченица
Активен глас
Машки заменки
Женски заменки
Просоцијално однесување
Бидување љубезен
Зборови за комуникација
Индикатори за моќ
Говор за постигнување
Индикација на сигурност
Зборови поврзани со меморија
Позитивна емоција
Позитивен тон
Зборови поврзани со визуелна перцепција
Зборови поврзани со внимание
Зборови поврзани со привлечност
Зборови кои изразуваат желби
Зборови поврзани со дом
Зборови поврзани со култура
Зборови фокусирани на минатото
Зборови фокусирани на сегашноста
Зборови поврзани со време
Интерпункциски симболи",Сончеви Разговори,"Сончеви Разговори

О, мој син, слушај го сончевиот разговор,
Каде ветрот, тихо, ти го пренесува неговиот говор.
Ти, син, ми го врати она што ми го даде минатото,
Сегашноста ми ја осветлуваш со својата љубов.

Ти си мојот син, моја гордост, мој дом,
Твојата љубов е она што ми го врати домот.
Твоите очии, како ѕвезди, ми ги осветлуваат темнините,
Твојата присутност е она што ми го даде светлините.

Секој ден, ти си мојот сон, моја надеж,
Ти ме води кон светлината, ми ја врати силата.
Твојата гласа, моја љубов, ми ја врати верата,
Твојата присутност е она што ми го даде сила.

Сега, синко, ти си мојот сон, моја надеж,
Ти ме води кон светлината, ми ја врати силата.
Твојата љубов, моја гордост, ми ја врати домот,
Твојата присутност е она што ми го даде светлините.

Ти си мојот син, моја гордост, мој дом,
Твојата љубов е она што ми го врати домот.
Твоите очии, како ѕвезди, ми ги осветлуваат темнините,
Твојата присутност е она што ми го даде светлините.

Секој ден, синко, ти си мојот сон, моја надеж,
Ти ме води кон светлината, ми ја врати силата.
Твојата гласа, моја љубов, ми ја врати верата,
Твојата присутност е она што ми го даде сила.

Сега, синко, ти си мојот сон, моја надеж,
Ти ме води кон светлината, ми ја врати силата.
Твојата љубов, моја гордост, ми ја врати домот,
Твојата присутност е она што ми го даде светлините.",475,716,1191,4170,2.8437206745147705,0.0014673685388327904
Братислав Ташковски,Бела книга за љубовта,"Фигуративен јазик
Фрагмент од реченица
Долга реченица (run-on)
Активен глас
Машки заменки
Женски заменки
Просоцијално однесување
Бидување љубезен
Зборови за комуникација
Увид
Зборови поврзани со меморија
Позитивна емоција
Позитивен тон
Зборови поврзани со визуелна перцепција
Зборови поврзани со привлечност
Зборови кои изразуваат желби
Зборови фокусирани на минатото
Зборови поврзани со време
Зборови кои означуваат жени
Интерпункциски симболи
Оксфордска запирка",Сон на Ѕвездена Ноќ,"Сон на Ѕвездена Ноќ

Во тишината на ноќта, ти ми се јавуваш, 
светлина на моите сонови ѕвезди, 
твојата љубов е мојот најголем сон, 
како ѕвездениот блесок што го следам без крај.

Твоите зборови, како музика на морето, 
ми ги пуштаат душевните бранови да се рефлектираат, 
долгата реченица на љубовта, 
која никогаш не се губи во тишината.

Ти си како ѕвезда што светли во мојата душа, 
твојата присутност е мојот најголем дар, 
со тебе, сè е полно со љубов и светлина, 
и ти си мојот единствен сон во оваа ноќ.

Твоите очии, како два сонца, 
ми даваат сила да се борам за сè што сакам, 
и ти си она што мене го прави среќен, 
најдобриот пријател и најверен сопруг.

Твојата љубов е мојот најголем сон, 
и јас сум подеднакво посветен на тебе, 
со тие зборови за комуникација, 
најдоброто што го имам во животот.

Секој ден со тебе е ново откритие, 
и спомените на нашиот живот се вечен сон, 
полен со радости и спокојство, 
и ти си она што мене го прави да живам.

Сон на ѕвездена ноќ, 
ти си мојот најголем сон, 
и никогаш нема да го заборавиме овој момент, 
затоа што ти си мојот единствен сон.",427,567,994,4182,13.45981502532959,0.005089268662041363
Братислав Ташковски,Големата љубовна песна 9.немир,"Фигуративен јазик
Фрагмент од реченица
Долга реченица (run-on)
Активен глас
Женски заменки
Прикажување меѓучовечки конфликт
Зборови за комуникација
Негативна емоција
Тага
Негативен тон
Зборови поврзани со визуелна перцепција
Зборови кои изразуваат потреби
Зборови поврзани со смрт
Сексуална содржина
Зборови поврзани со религија
Зборови фокусирани на минатото
Зборови фокусирани на сегашноста
Зборови поврзани со време
Зборови кои означуваат жени
Интерпункциски симболи
Оксфордска запирка",Темнината на спомените,"Темнината на спомените

no_song_found",440,1786,2226,8022,176.70057678222656,2.994099065998238e-07
Братислав Ташковски,Што е љубовта?,"Фигуративен јазик
Фрагмент од реченица
Долга реченица (run-on)
Активен глас
Машки заменки
Женски заменки
Просоцијално однесување
Бидување љубезен
Зборови за комуникација
Бидување несигурен/колеблив
Увид
Неутрален тон
Зборови поврзани со визуелна перцепција
Зборови поврзани со храна или јадење
Зборови поврзани со дом
Зборови поврзани со култура
Странски зборови
Зборови фокусирани на минатото
Зборови фокусирани на сегашноста
Зборови поврзани со време
Интерпункциски симболи
Оксфордска запирка",Песна за минатото и сегашноста,"Песна за минатото и сегашноста

Во сенките на минатото, тихо зборуваме,
Сеќавањата, како мирис на стари јагоди,
Ти, со рацете полнети со домашни шепи,
Ме водиш во куќата на моите спомени.

Очите ти, ѕвездени како ноќта,
Ме опишуваш приказни, полнети со љубов,
Каде што домот беше мал, но срцето големо,
И секој ден беше нов ритм на наша култура.

Сега, ти си тука, со рацете колебливи,
Говориш ми за денешниот свет, што се менува,
Но јас сè уште го чувствувам мирисот на домот,
Каде што јадењето беше срцето на секој ден.

Сеќавањата, како ѕвезди во ноќта,
Ние сме дел од нив, и секој ден е нов поглед,
Во минатото и сегашноста, ние траги сме,
Проследувајќи ги стапките на времето.

Ти, со твојот гласен говор,
Ме водиш на путеви, полнети со очекувања,
И јас, со мојот тихо колеблив тон,
Се осмелувам да верувам во денешноста.

Оксфордска запирка, ми ја укажува границата,
Межу минатото и сегашноста,
Ние сме дел од нив, живи и креативни,
Песната на животот, што се продолжува.",444,528,972,3875,20.04466819763184,0.0024785349836186944
Братислав Ташковски,Големата љубовна песна 10.стратегија,"Фигуративен јазик
Фрагмент од реченица
Активен глас
Женски заменки
Просоцијално однесување
Бидување љубезен
Прикажување меѓучовечки конфликт
Морализирање
Зборови за комуникација
Бидување несигурен/колеблив
Увид
Зборови поврзани со меморија
Негативна емоција
Анксиозност
Негативен тон
Зборови поврзани со визуелна перцепција
Зборови поврзани со смрт
Зборови фокусирани на минатото
Зборови кои означуваат жени
Интерпункциски симболи",Темнината на спомените,"Темнината на спомените

О, тајно сонче, зошто ти си се скрил?
Твоите зраци, сега ми се лишени.
Ти беше мојот свет, сега ти си празнина,
И јас, осамена, во тишината тичам.

Се сеќавам на денот кога ти беше близу,
Твоите зборови, колку беа искрени.
Твојата љубов, сега е само сенка,
И јас, колку се труам, не можам да ја вратам.

Мојот срце, секој ден се колебам,
Дали да продолжам со ова болно исчезнување.
Ти беше мојот свет, сега ти си празнина,
И јас, осамена, во тишината тичам.

Сеќавањата, тие ми се враќаат,
Како да ми ги вратиш ти, минатата радост.
Ти беше мојот свет, сега ти си празнина,
И јас, осамена, во тишината тичам.

Мојот ум, се полни со анксиозност,
Секој ден се колебам, дали сè уште ти се верува.
Ти беше мојот свет, сега ти си празнина,
И јас, осамена, во тишината тичам.

Сега ти си ми далечна меморија,
Ти беше мојот свет, сега ти си празнина,
И јас, осамена, во тишината тичам.

Ти беше мојата светлина во темнината,
Ти беше мојот свет, сега ти си празнина,
И јас, осамена, во тишината тичам.",414,552,966,3674,6.597159385681152,0.0034655747983256043
